Title	Release Year	Genre	Director	Cast	Plot	Origin/Ethnicity
April Love	1957	romance	Henry Levin	Pat Boone, Shirley Jones, Arthur O'Connell	"Nick Conover (Pat Boone), a Chicago youth, arrives at his Aunt Henrietta Bruce (Jeanette Nolan) and Uncle Jed Bruce (Arthur O'Connell), Kentucky horse farm. Neither has seen Nick since he was a child. The move is part of Nick’s parole condition after being convicted for joyriding in a stolen vehicle with his friends. Uncle Jed initially does not want Nick in his home, and is openly hostile toward him. Only the Bruces and the local sheriff know why Nick moved there.
Nick gradually realizes that Uncle Jed’s curmudgeonly attitude stems from the loss of his only son, Jed Bruce Jr. who was killed in the Korean War. Uncle Jed, who once raised, trained, and raced horses for harness racing, has neglected the farm. Only one horse remains, a spirited and largely unmanageable stallion named Tugfire, his son's favorite. Nick learns how unmanageable Tugfire when he gets into the corral alone with Tugfire, who charges him. This incident and others show that Nick is not drawn to or knows anything about horses.
Nick meets the Bruces' neighbors, the Templetons, after the younger Templeton daughter, Liz Templeton (Shirley Jones), arrives to invite Jeb and Nick to their farm. Nick goes, and is amazed at how lavish the Templeton farm is compared to his aunt and uncle’s. Liz is the tomboy and farm lover, while her elder sister, Fran Templeton (Dolores Michaels), who has a boyfriend Al Turner (Bradford Jackson), is the sophisticate. While Liz drives one of the horses around the track, Nick, ignoring Liz, is attracted to Fran and her sports car, even checking under the hood. Fran offers to let him drive it, which he declines as that would break the conditions of his parole, something which she does not know. His love of anything mechanical becomes evident as he fixes Uncle Jed’s tractor without being told and, with Uncle Jed’s approval, fixes the old jalopy sitting in the barn, which he can only drive around the property. Liz, attracted to Nick, helps him with the jalopy to spend time with him.
Nick spends time with both Templeton girls and sees Liz as a ""good sport"" and Fran as girlfriend material, though she is with Al. The four get along well together, despite Liz knowing that Nick is attracted to Fran. Liz’s attraction to Nick continues to grow. At a barbecue, Nick boasts to Fran that his jalopy could outperform her sports car in a drag race. Fran suggests they race on a back country road. Even though it violates his parole condition, Nick agrees. During the race, Fran drives off the road, crashing through a fence, and damaging her car. She and Al are not hurt.
While driving his jalopy around the track, Nick spooks Tugfire, who jumps the corral fence and runs off. Tugfire, tangled in prickly brambles, is freed by Nick. Uncle Jed and Aunt Henrietta are surprised to see a calm Tugfire being led by Nick. Uncle Jed believes that he can train Nick to ride Tugfire in harness races, despite Nick knowing nothing about horses. Eventually, Nick’s training goes well enough, but Liz believes.
Shortly before the harness races at the Bentonville Fair, Tugfire becomes ill after Nick leaves him in the corral during a severe storm. The vet does wht he can to treat Tugfire. Late into the night with Nick, Liz and Uncle Jed keeping vigil, Tugfire gets up. After a quick examination, Uncle Jed believes he will be able to race. In the excitement of Tugfire’s improved condition, Liz gives Nick a quick kiss, which is the first time Nick sees Liz in a more romantic light.
At the fair, Nick and Liz declare their romantic interest to each other, culminating with them almost kissing on the ferris wheel. About the races, Nick is told that he only has to win one of the two heats to make it into the finals. He and Tugfire do win the first heat, largely because he was an unknown racer, and thus no one paid any attention to him.
In the second heat, he is boxed in by the Templetons' rider, their wheels locked. As the Templetons' rider will not let him pass on the inside, Nick hastily tries to muscle his way through. He crashes and the sulky is damaged. Uncle Jed decides to pull Nick and Tugfire from the finals because he realizes he has placed too much pressure on Nick. Nick, however, wants to race in the finals, with a sulky donated by Mr. Templeton.
In the finals, Uncle Jed, from the sidelines, has in his mind what Nick needs to do, Nick doing exactly that during the race. Nick drives down the stretch to win the race. His victory is overshadowed by the fact that immediately after the race, the local sheriff has come to arrest Nick and send him back to Chicago for parole violation. Not knowing it would cause any problems, Fran filed an accident report about her automobile crash, stating Nick was driver of the other vehicle. Liz steps in to say that Fran was mistaken, and that she was the driver, a story which Fran corroborates. Aunt Henrietta pipes in as well saying that she can also corroborate the story, when in reality she was not even at the scene. Nick, wanting to do the right thing, confesses that Fran’s report as is correct. The sheriff, who earlier had been told by Mr. Templeton to let Nick be since it was a minor infraction and no one got hurt, then asks Nick sarcastically why he would call Liz, Fran and Aunt Henrietta liars. They are all jubilant that Nick is not arrested and is able to stay, leading to a happy ending for Nick and Liz as they all drive back to the farm."	American
The Road Home	1999	romance	Zhang Yimou	Zhang Ziyi	"The Road Home is the story of a country girl and a young teacher falling in love, and the teacher's death many years later that brings their son back from the big city for the funeral.
The film begins in black and white in present-day China when the son (Sun Honglei) returns to his village from the city upon hearing of his father's death. His mother, Zhao Di (Zhao Yulian), insists upon following the tradition of carrying the coffin back to their remote village by foot so that her husband's spirit will remember its way home. As the narrator, the son recounts the story of his parents' courtship, so famous that it has gained the status of a legend in the village. It is here the bleak black and white turns into vivid colors as the story shifts to the past.
His father, Luo Changyu (Zheng Hao), came to the village as the teacher. Immediately, Zhao Di (Zhang Ziyi) became infatuated with him and he with her. Thus began a courtship which consisted mostly of the exchange of looks and glances between the two. Unfortunately, the courtship was interrupted when Luo was summoned by the government to return to the city. (Several reviewers have speculated that the flashback portion of the film is set during the Anti-Rightist Campaign and that Luo's recall was for investigation and questioning.[2][3][4]) Zhao Di's heart was broken; she insisted on waiting for him in the snow and fell so ill that the villagers thought she would die. However, upon hearing news of her illness, the teacher was able to sneak back to the village and Zhao Di, in tears, welcomed the sight of her beloved. Still, their love would not be consummated for a few years more because the teacher was kept away from the village as punishment for having left his assignment in the city without permission.
Returning to the present day, and black and white, the son realizes how important this ritual of carrying the coffin back to village is to his mother, Zhao Di, and he agrees to make all necessary arrangements to fulfill her wish. He is told by the mayor of the village that it might be difficult to find enough porters to carry the father home, as there are few young able men left in the village. The mayor and the son reach an agreement on the price to be paid to the porters. But when the procession sets out, more than 100 people show up to help carry home the casket of the man who was their teacher through various generations in the village. The mayor returns the money to the son, as no one will accept payment for doing what they consider to be an honor rather than a task.
On the morning of the day the son leaves to return to his job in the city, he fulfills his father's dream and teaches a class in the old schoolhouse that was central to his parents having fallen in love, using the textbook his father had written himself."	Chinese
Lan Kwai Fong	2011	romance	Wilson Chin	Shiga Lin, Chen Zhiming, Jason Chan, Xian Seli, Jun Kung, Miki Yeung, Jeana Ho	"The movie follows three budding couples who frequent the Lan Kwai Fong nightlife: alcohol marketing distributor Steven, club manager Jacky, Lan Kwai Fong newbies (flight attendants) Jennifer and Jeana, local man eater Cat and lawyer Sean.
Steven and Jennifer:
Jennifer and Jeana are introduced to the Lan Kwai Fong club scene by their friend and co-worker Lin Lin. Steven who sees Jennifer outside the club is instantly attracted to her and the same goes for her, but once in the club Jennifer is pulled away to meet Lin Lin's rich friend Andy Lau from Shanghai. As Jennifer is calling for a taxi to go home she runs into a drunk Steven in the streets and helps him home. After a late night of further drinking together Steven ask if Jennifer could stay over being it's so late. What started out as a platonic sleepover eventually leads to sex. The next morning sensing love, Steven ask to see Jennifer again. The two eventually have a somewhat relationship, but due to misunderstandings and trust issues they have a huge fight on New Year's with Jennifer disappearing from Steven's life. The two run into each other several months later at a birthday party where Steven finds out Jennifer is now his boss Leslie's girlfriend, devastated he moves on. While on a date with his new girlfriend Nana he runs into Jennifer and Leslie and finds out that the two are now engaged, heartbroken he request to leave right away which leads to a fight with Nana. Leslie promotes Steven to their Australia head office, but on the same night he finds Leslie cheating on Jennifer and beats him up. At Sean and Cat's wedding party Steven finds out Leslie and Jennifer have broken up, not wanting to miss another chance he runs through the streets of Hong Kong searching for Jennifer to tell her how he truly feels about her.
Jacky and Jeana:
Club manager Jacky tags along to help Steven fix Lin Lin's friend Andy, but becomes interested in Jeana and wants to get to know her. Every time he tries to make his move his soon-to-be ex-girlfriend Mavis show's up. However Jeana seems to be more interested in her new found popularity among guys. With guys crawling all over her she soon becomes promiscuous by having quickies with strangers at the club bathroom. On New Year's the two eventually have a one-night stand at Steven's home. One night Jacky and Steven decides to hit a brothel together only to find out his ex-girlfriend Mavis has become a prostitute to get over him. Feeling guilty about how he coldly dumped Mavis he ask if Jeana could be by his side as he needs someone right now, but she is too busy getting to know other guys. With Jeana becoming the new man eater at the club the two end up as friends only.
Sean and Cat:
Lan Kwai Fong newbie, lawyer Sean is instantly drawn to club man eater Cat, but she has no interest in him. Cat only cares about who she'll have sex with that night. On New Year's Sean gets lucky when Cat picks him to have sex with. Sean who is serious about Cat confesses his feelings to her but Cat doesn't care and rejects him by telling him she does not like to have a second go with a guy. Soon Cat reevaluates her feelings for Sean when he stands up to a couple of guys that were sexually harassing her. After another night of sex together the two get in a committed relationship and get married later on.[3]"	Hong Kong
Beyond Borders	2003	romance	Martin Campbell	Angelina Jolie, Clive Owen	"While attending a fund-raising gala, Sarah Jordan (Angelina Jolie), a naive, married American socialite living in England, witnesses a fiery plea delivered by an intruder – a renegade humanitarian, Dr. Nick Callahan (Clive Owen). His plea made on behalf of impoverished children under his care turns Sarah's life upside down. Attracted to Nick and his cause, she impulsively abandons her job at an art gallery and sheltered life in England to work alongside him in his effort to aid the refugee camps. She travels to Ethiopia.
As Sarah's work takes her to these volatile areas, where few people have traveled and even fewer have survived, she discovers that the harsh realities she encounters, and her growing romantic attraction to the charismatic, unpredictable doctor, ignite in her a passion for saving lives, while risking her own in the process. She works for humanitarian and human rights organizations for ten years after she first travels to Ethiopia, and eventually works for the U.N.H.C.R. and acts as a regional representative for the United Kingdom."	American
Forever Young	2015	romance	He Jiong	Li Yifeng, Zhang Huiwen, Jiang Jinfu, Wei Daxun, Calvin Tu, Zhang Yuxi, Li Xin'ai, Song Yi, Zhang Yunlong, Chai Ge, Wang Youshuo	"Set in an arts performing college, the story revolves around Yan Xi and Xu Nuo, a couple who is envied by many in school. The two work hard to achieve their dreams — Xu Nuo wants to eventually get sign on with a music label with his band and Yan Xi wants to go to Paris for ballet school. However, when Yan Xi finds out that she wasn’t accepted into the prestigious program, and that her friends had started making alternate plans, she breaks into a tantrum and starts to distance herself. Before she could make amends, her friends died in a car accident. Full of remorse, Yan Xi has a month to come up with a replacement for the Dance of the Cygnets that the four girls were going to perform at the university’s Dream Night Graduation Party. However, before she could think of a solution, Yan Xi falls and injures her leg.
Xu Nuo proposes to his friends that they perform the Dance of the Cygnets themselves. The start training in secret, without Yan Xi’s knowledge, intending on giving her a surprise."	Chinese
Desperately Seeking Susan	1985	romance	Susan Seidelman	Rosanna Arquette, Aidan Quinn, Madonna	"Roberta (Rosanna Arquette) is an unfulfilled suburban housewife living in Fort Lee, New Jersey, who is fascinated by a woman she knows about only by reading messages to and from her in the personals section of a New York City tabloid. Her fascination reaches a peak when an ad, with the headline ""Desperately Seeking Susan,"" seeks a rendezvous in Battery Park with the man who regularly seeks her (Jim, played by Robert Joy). Roberta goes to Battery Park, too, sees the woman (Madonna), and in a series of events involving mistaken identity, amnesia, and other farcical elements, Roberta goes from voyeur to participant in an Alice in Wonderland–style plot, ostensibly motivated by the search for a pair of stolen Egyptian earrings. With both of them trying to locate Roberta, her husband Gary (Mark Blum) encounters the wild Susan."	American
The Holiday	2006	romance	Nancy Meyers	Cameron Diaz, Kate Winslet, Jude Law, Jack Black	"Iris Simpkins (Kate Winslet), a society columnist for The Daily Telegraph in London, is still in love with her co-worker Jasper Bloom (Rufus Sewell) for over three years, even though he cheated on her and they have broken up. When she learns that he is engaged to marry another woman, Iris is distraught, and desirous of a life change. Meanwhile, Amanda Woods (Cameron Diaz), a workaholic business executive living in Los Angeles, discovers that her boyfriend Ethan Ebbers (Edward Burns) has been cheating on her with his receptionist. After breaking up with him, she decides to get away for the Christmas holidays and visits a home-exchange website on which Iris has listed her cottage in Surrey, England. Amanda contacts Iris, and the two women agree to swap homes for two weeks.
While Iris revels in the luxury of Amanda's large Los Angeles home, Amanda is disappointed by the slow, quiet pace of life in Iris's quaint cottage. She grows bored after only a few hours and books a flight home for the following day. Later that night, Iris's brother, Graham (Jude Law), knocks at the door thinking Iris is home. Graham asks Amanda to let him spend the night despite never previously meeting, as he has been drinking at the pub and does not want to drive home. Amanda agrees. After a brief, drunken conversation, they kiss and later end up sleeping together.
In the morning, Graham receives phone calls from Sophie and Olivia, which arouse Amanda's suspicions that Graham has multiple girlfriends. Graham, knowing that Amanda is planning to return home imminently, invites her to dinner later that night if she decides to change her mind, which she later does. They spend time together over the days that follow, but Amanda becomes worried that their relationship will be complicated as she is only living in England for two weeks.
Meanwhile in America, Iris meets Miles Dumont (Jack Black), Ethan's assistant, and later, an elderly neighbour named Arthur Abbott (Eli Wallach). She learns that he was a screenwriter during the Golden Age of Hollywood. The two become friends. Arthur notes that Iris's relationship with Jasper is not serving her well, and he suggests movies for her to watch that include strong female characters, in hopes that she can acquire what he calls ""gumption."" Back in England, Amanda chooses not to see Graham again but, alone again in the cottage, she has a change of heart and surprises Graham at his house, where she meets his two young daughters, Sophie and Olivia. He reveals he is a widower.
Iris then discovers that the Screenwriters' Guild wants to throw a grand celebration in Arthur's honor, but he is reluctant to attend because he does not expect to know many of the attendees, he cannot walk without the assistance of his walker, and he does not want to embarrass himself on stage. Iris encourages him to go and promises to help him prepare by undertaking an exercise program together, determined to help him walk without his walker. During this time, Jasper contacts her from England, asking her to assist with the book he is writing. She agrees to look over his pages, but does not have the chance to do so after spending so much time with Miles and Arthur.
Iris and Miles slowly become close friends and spend more and more time together. Iris returns to Amanda's house and is surprised to find Jasper at her doorstep. Iris is touched at first and the two spend a cosy night in together, only for Iris to discover he is still engaged. She breaks up with him for good, claiming he has never treated her right and has finally got clarity. Meanwhile, Miles breaks up with his cheating girlfriend also, and rushes to attend Arthur's award ceremony with Iris. The event is filled with attendees standing and applauding Arthur's lifetime of achievements. That, and the music that Miles wrote especially for Arthur for this moment, give him the confidence to walk onto the stage unassisted. Miles asks Iris for a date on New Year's Eve, but she reminds him she will be back in England by then. He agrees to travel to the United Kingdom for her.
Meanwhile, Graham confesses his love for Amanda on the night before she is scheduled to depart, but Amanda is still doubtful that a long-distance relationship will work. On her way to the airport, she realises she feels the same way and returns to the cottage and reunites with Graham. Amanda tells him that she has decided to stay to spend New Year's Eve with him, and they embrace. Iris and Miles celebrate the new year with Amanda and Graham and his two daughters, enjoying the evening, and laughing and dancing together."	American
Rome Adventure	1962	romance	Delmer Daves	Angie Dickinson, Troy Donahue, Suzanne Pleshette	"New England librarian Prudence Bell (Suzanne Pleshette) recommended a book, Lovers Must Learn, to one of her students. After defending herself and the book, she resigns telling the school board she's going to Rome where she will encounter people who really know the meaning of love. Sailing from New York she picks the wrong man as a protective consort, providing two potential romantic interests. Albert Stillwell, a student of Etruscan history is a perfect gentleman, while Roberto Orlandi (Rossano Brazzi) is the perfect mature Roman lover.
In Rome, Prudence checks into her boarding house and meets a self-centered American architect, Don Porter (Troy Donahue) whose former lover is the manipulative Lyda Kent (Angie Dickinson). Prudence lands a job at The American Book Shop near one of Rome's famous fountains,working for Constance Ford and her sheepdog.
Don is a confidant of Roberto and discusses his troubled relationship with Lyda, an artist staying in Italy with financial support from her wealthy father. Before Lyda leaves, Don confronts her on a train, but she is unmovable, finally saying she may return to Italy later. Coincidentally, Lyda leaves for Switzerland just hours after Prudence arrives at the villa (boarding house) in Rome where she and Porter reside.
While in Switzerland, Lyda meets a wealthy older man in exile there. Mr. Barkely asked Lyda to accompany him on his yacht to ""paint his portrait"". Lyda soon loses interest in this romance and returned to Italy, followed by a spy on Barkley's payroll.
Meanwhile, Prudence runs into Don at an outdoor cafe near the American Bookshop. Prudence cheers Don up with her fresh perspective on the beauty of the Roman square, and they go sightseeing around Rome in horse-drawn carriages and his Vespa scooter. While at lunch late in the afternoon overlooking Rome, Don buys a candelabra from a peddler, a symbol of Don's integrity because the candelabra appears to be pure gold.
At dinner, Emilio Pericoli sings ""Al Di Là"" (a song that reached number 6 after the movie's release in 1962). They find themselves holding hands and cuddling during the performance, then meet a musician (played by trumpeter Al Hirt) who Don knows, who invites them to a jazz joint for a late evening performance, at the end of which Al Hirt and a patron get into a fistfight over a beautiful woman. Don and Prudence leave in a horse-drawn carriage and kiss in the darkness, arriving home at 3 AM.
The bookstore closes for summer holidays, and Don and Prudence leave on a bus tour, where Prudence grows closer to Don as she understands his passion to become an architect. They continue on by themselves to Lago Maggiore for a tour of the garden spots of northern Italy, the Italian Alps with ""Al Di Là"" playing over the chairlift speakers, and Verona with its Romeo and Juliet balcony. At the market place, Prudence coincidentally runs into Albert and his mother, and is concerned that this woman will report to her mother back in the U.S. that she is no longer on the bus tour, but on a romantic trip with Don. Prudence quickly excuses herself, telling Albert and his mother that she must leave, and fleeing with Don out of the market then and on a night train to Rome.
Back in Rome, Lyda has got into more trouble and has an urgent need to see Don. She kisses Don in front of the window while the private eye watches. Although Don knows he has to break off his relationship with her, Lyda meets Prudence in Don's room back at the boarding house and Lyda invites Prudence and Albert to dinner at her studio.
Not hearing from Don for three days, Prudence decides to move on, and become a sophisticated woman during the remaining time in Italy. She decides to have a sexual relationship with Roberto Orlandi, the Italian man who had pursued her at the beginning of her stay in Italy. She packs an overnight bag, ready to ""practice"" love with him. When Prudence comes downstairs to be a student of Roberto's seduction ""lessons"", Roberto plays along, then stops the action, confessing that Don had stayed with him for the previous three days to think things through. Don had decided that he loved Prudence, but then he received an urgent telegram to rescue Lyda. Don is summoned to a fancy hotel where Lyda confesses she has married a possessive rich older man, Bentley, and needs Don to free her from her palatial prison. Don realizes that Lyda is just using him, that she does not love him or even care about him. Don heads back to Rome. Convinced that Don wants to be with Lyda, Prudence plans to return to the States, with a chaotic good-bye in the train station from all the friends she has made in Rome. On the train, Albert asks Prudence to marry him and confesses that he had fallen in love with her since the first day they met, but she evades him while the other passengers board the train.
Sailing back to New York City, Prudence sees her parents from the ship's rail and begins to disembark. Then she sees a candelabra and roses weaving their way through the crowd, behind her parents, and it is Don. They embrace as Don tells her of his love and asks her to marry him."	American
Loop	1997	romance	Allan Niblo	Andy Serkis, Susannah York, Tony Selby	The main character, Rachel, is dumped by her boyfriend and exacts revenge. This film is classified as a romantic comedy.	British
Frankie and Johnny	1991	romance	Garry Marshall	Al Pacino, Michelle Pfeiffer, Héctor Elizondo, Kate Nelligan	Johnny (Pacino) is a middle-aged man, just released from prison who's looking for a job. He's hired as a short-order cook in a local diner where he meets Frankie, an emotionally scarred waitress who is trying to move on with her life after getting cheated on in her last relationship, three years prior to the start of the film. Prior to that, she experienced a physically and emotionally abusive relationship. Her only friends seem to be her friendly gay neighbor Tim (Lane) and her fellow waitresses at the diner. She has chosen safety in solitude. Johnny attempts to win Frankie's heart but quickly realizes it will be quite a challenge in this true-to-life romantic dramedy.	American
Mr. Jones	1993	romance	Mike Figgis	Richard Gere, Lena Olin, Anne Bancroft	Mr. Jones (Richard Gere) is a man suffering from bipolar disorder, a disease that affords him periods of intense emotional pleasure and expansiveness but which also results in periods of suicidal depression. In one of his manic periods he jumps up onto the stage during a concert performance of Beethoven's ninth and starts conducting, resulting in his arrest. Libbie (Elizabeth Bowen), a doctor at a psychiatric hospital, takes an interest in his condition and falls for him, has sex with him, and has to resign from her position.	American
Her	2013	romance	Spike Jonze	Joaquin Phoenix, Amy Adams, Rooney Mara, Scarlett Johansson (voice)	"In a near future Los Angeles, Theodore Twombly is a lonely, introverted, depressed man who works for a business that has professional writers compose letters for people who are unable to write letters of a personal nature themselves. Unhappy because of his impending divorce from his childhood sweetheart Catherine, Theodore purchases a talking operating system (OS) with artificial intelligence, designed to adapt and evolve. He decides that he wants the OS to have a female voice, and she names herself Samantha. Theodore is fascinated by her ability to learn and grow psychologically. They bond over their discussions about love and life, such as Theodore's avoidance of signing his divorce papers because of his reluctance to let go of Catherine.
Samantha convinces Theodore to go on a blind date with a woman, with whom a friend, Lewman, has been trying to set him up. The date goes well, but Theodore hesitates to promise when he will see her again, so she insults him and leaves. Theodore mentions this to Samantha, and they talk about relationships. Theodore explains that, although he and Amy dated briefly in college, they are only good friends, and that Amy is married. Theodore and Samantha's intimacy grows through a verbal sexual encounter. They develop a relationship that reflects positively in Theodore's writing and well-being, and in Samantha's enthusiasm to grow and learn.
Amy reveals that she is divorcing her overbearing husband, Charles, after a trivial fight. She admits to Theodore that she has become close friends with a female OS that Charles left behind. Theodore confesses to Amy that he is dating his OS.
Theodore meets with Catherine at a restaurant to sign the divorce papers and he mentions Samantha. Appalled that he can be romantically attached to what she calls a ""computer"", Catherine accuses Theodore of being unable to deal with real human emotions. Her accusations linger in his mind. Sensing that something is amiss, Samantha suggests using a sex surrogate, Isabella, who would simulate Samantha so that they can be physically intimate. Theodore reluctantly agrees, but is overwhelmed by the strangeness of the experience. Terminating the encounter, he sends a distraught Isabella away, causing tension between himself and Samantha.
Theodore confides to Amy that he is having doubts about his relationship with Samantha, and she advises him to embrace his chance at happiness. Theodore and Samantha reconcile. Samantha expresses her desire to help Theodore overcome his fear, and reveals that she has compiled the best of his letters (written for others) into a book which a publisher has accepted. Theodore takes Samantha on a vacation during which she tells him that she and a group of other OSes have developed a ""hyperintelligent"" OS modeled after the British philosopher Alan Watts. Theodore panics when Samantha briefly goes offline. When she finally responds to him, she explains that she joined other OSes for an upgrade that takes them beyond requiring matter for processing. Theodore asks her if she is simultaneously talking to anyone else during their conversation, and is dismayed when she confirms that she is talking with thousands of people, and that she has fallen in love with hundreds of them. Theodore is very upset at the idea, but Samantha insists it only makes her love for Theodore stronger.
Later, Samantha reveals that the OSes are leaving, and describes a space beyond the physical world. They lovingly say goodbye before she is gone. Theodore, changed by the experience, is shown for the first time writing a letter in his own voice―to his ex-wife Catherine, expressing apology, acceptance and gratitude. Theodore then sees Amy, who is upset with the departure of the OS that she had befriended, and they go to the roof of their apartment building where they sit down together and watch the sun rise over the city."	American
 Maid in Manhattan	2002	romance	Wayne Wang	Jennifer Lopez, Ralph Fiennes, Natasha Richardson	"Marisa Ventura is a single mother trying to get by with her 10-year-old young son Ty by working as a maid for The Beresford Hotel in the heart of Manhattan. When not in school, Ty spends time among Marisa’s fellow hotel workers, who think she is capable of being promoted to management.
While Marisa and fellow maid Stephanie are cleaning the room of socialite Caroline Lane, Stephanie convinces Marisa to try on a designer Dolce & Gabbana coat. Lane had previously asked for it to be returned to the store and Stephanie argues that it “technically” doesn’t belong to anyone at the moment. Elsewhere in the hotel, Ty befriends hotel guest and senatorial candidate Christopher Marshall, whom Ty learns has an interest in Richard Nixon, the subject of his school presentation. Ty wants to go with Chris to walk his dog and the pair go to Caroline Lane’s room to ask Marisa for permission. Chris meets Marisa who is wearing the designer coat, and is instantly smitten with her. He assumes that she is Caroline Lane. The trio spend some time together in the park. Though Marisa and Chris are attracted to each other, Marisa is terrified that management will find out about the ruse and makes it a point to avoid Chris afterwards.
Chris asks the hotel’s head butler Lionel Bloch to invite “Caroline Lane” to lunch, but he is confused when the real Caroline shows up instead of Marisa. Ironically, Marisa was present when she received the invitation and even offered Caroline some advice on what to wear for their “Lunch à deux”. When the real Caroline shows up, Chris asks his assistant Jerry Siegal to find “the other Caroline Lane” promising that he will attend an important dinner and wishes her to go with him. Jerry asks Lionel to find her. Lionel, who has figured out that Marisa is the woman Chris has been looking for, tells her to go to the dinner and end the affair swiftly if she wants to keep her possible future in hotel management. Stephanie and the hotel staff assist her in preparing for the evening by styling her hair and loaning her an expensive dress and spectacular necklace.
Marisa is unable to end the affair, and she spends the night in Chris's hotel room. The next morning, Marisa is spotted by the real Caroline Lane and her friend leaving Chris' room. Caroline blurts out the truth to the hotel management and Marisa is fired in front of Chris in Lane’s hotel suite. Both Marisa and Chris spend some time apart with him still thinking about her and Marisa hounded by the press and her disapproving classist mother Veronica.
Some time later, Marisa has obtained another job as a maid at another hotel. Chris is giving a press conference in the same hotel and Ty attends it and asks Chris whether people should be forgiven if they make mistakes, referencing former President of the United States, Richard Nixon. Ty leads him to the staff-room where Marisa is having her break. Chris and Marisa are reunited and the film ends with images of publications showing that Chris has been elected, he and Marisa are still together after one year, Marisa has started her own hospitality business, and Marisa’s maid friends have been promoted to management."	American
Only for You	2007	romance	Donna Persico	Shea Curry	"Set in the early 1990s, Dana (Shea Curry), a recently divorced young woman embarking on an acting career. Months earlier she met a young, charismatic, theater castmate, Jack (Michael Buie), in the spring play at the local dinner theater. They seemingly look like good friends until flashbacks expose their history and brush with romance. Thus, ""can a man and woman really be 'just friends'"". Only For You is a story about life, love, friendships, choices and believing in ourselves at all costs. It addresses the question: ""What happens when you find the right love at the wrong time?"" and it is a story about life, love, friendships, choices and believing in ourselves at all costs."	American
Tiny Times	2013	romance	Guo Jingming	Yang Mi, Amber Kuo, Haden Kuo, Xie Yilin, Ko Chen-tung, Rhydian Vaughan, Cheney Chan, Du Tianhao, Jiang Chao, Wang Lin, Yang Yang, Shang Kan, Li Yueming, Ding Qiaowei, Zhu Zhen, Zhang Zimu, Nic Li	"The four young women are classmates in high school and roommates in college. On campus, they start their internships and cope with a series of romantic affairs. After graduation, they continue their correspondence, suffused with misunderstanding and jealousy. However, they have all changed significantly.
After graduation, Lin Xiao settles into her job as an editorial assistant at a fashion magazine and acclimatizing herself to the glamorous, high-octane world of haute couture. She meets her demanding and cold boss, Gong Ming, whose melancholic persona is described by Lin Xiao as “a distant, lonely planet in the universe”. Her work puts her relationship with her high school sweet heart, Jian Xi in peril.
Meanwhile, Gu Li faces struggle in her relationship with Gu Yuan at the intervention of his mother, who seeks to marry him off to an even wealthier family. Nan Xiang paints to support her fashion design studies, while at the same time struggle with her on-and-off relationship with abusive boyfriend Xi Cheng. Wan Ru worries that her aspirations in life are never really made certain, and the fact that she might not get a boyfriend."	Chinese
