Title	Release Year	Genre	Director	Cast	Plot	Origin/Ethnicity
Pathology	2008	thriller	Marc Schoelermann	Milo Ventimiglia, Michael Weston, Alyssa Milano, Lauren Lee Smith	"The intro shows a camera recording faces of corpses, with their mouths being moved by medical students.
Med school student Teddy Grey graduates top of his class from Harvard and joins one of the nation’s most prestigious pathology programs. There, a rivalry develops between a group of interns and Teddy. They invite him into their group, which entertains itself with a secret after-hours game at the morgue of who can commit the perfect undetectable murder. Eventually the group's leader, Jake Gallo, realizes that Teddy is sleeping with his girlfriend, Dr. Juliette Bath. When Teddy catches several members of the group in lies, he realizes that what initially seemed like vigilante killings are, in actuality, just innocent people murdered for sport.
Teddy's fiancée Gwen arrives to stay with him in his apartment. Gallo, angered by Juliette's infidelity, kills her for the next game. However, just as they are about to begin the autopsy on Bath (in the meantime plotting Teddy's death), Gallo realizes that the gas has been left on in the room. Teddy rigged the gas to kill everyone in the group. This results in a massive explosion as one of the group lights a crystal-meth pipe. Everyone in the room is caught in the explosion. Gallo realizes what is about to happen and survives. Teddy is seen walking away from the explosion.
Later, Gallo manages to kill Gwen in what he believes to be the ""perfect murder"". Upon completing his autopsy report on his murdered fiancée, Teddy is knocked out by Gallo and then is forced to trade verbal barbs with him. Teddy uses some of Gallo's own rhetoric against him in reverse psychology fashion, after which fellow pathologist Ben Stravinsky frees Teddy and together they kill Gallo in exactly the same way that he killed Teddy's fiancée. In the process, they vivisect Gallo."	American
 Last Dance	2012	thriller	David Pulbrook	Firass Dirani, Julia Blake, Alan Hopgood	A Muslim man (Firass Dirani) kidnaps an elderly Melbourne Jewish woman (Julia Blake) and holds her hostage.	Australian
Acolytes	2008	thriller	Jon Hewitt	Joel Edgerton, Belinda McClory	"James and Mark are teenagers in their final year of school and victims of Gary Parker, who raped them when they were younger. They still live in fear of him after he is released from prison for this crime.
A brain damaged teenage girl named Tanya who has gone missing is run down by a car and killed while walking in a pine forest. Later, wandering alone in the forest, Mark secretly witnesses a man burying a body. The two friends decide to go dig up the grave to see what was buried, bringing along James' girlfriend Chasely. To their horror, they partly uncover the body of a young girl and beside her is a small Canadian flag, implying she is a Canadian backpacker.
After an aborted attempt at reporting the body to the police, they search for the presumed killer from Mark's knowledge of the vehicle as he saw it driving away from the forest. They place the Canadian flag on his four-wheel drive and then the two boys secretly enter his house. They find out his name is Ian Wright and see a picture of him with a woman and baby, presumably his wife and child. They later phone him and try to blackmail him into killing Gary Parker.
Ian finds Gary and sees him going into a club, as he's leaving he is bashed by two men who tell Ian it was ""for what he did"". Ian helps him back into his car and holds a gun to his head and asks him to explain about ""the kids"" who want him dead. He forces Gary to find the teenagers and hunt them with his dog and crossbow. Ian follows them and shoots Gary's barking dog. Mark is shot with the crossbow, but eventually manages to beat Gary to death with a rock. Just as Ian is about to shoot Mark, Chasely comes up behind him and hits him in the back with a pole, allowing the three to escape.
They go back home to treat Mark's wound. James goes out on his own and is captured by Ian. Later, Mark wakes up to see that Chasely has gone to find James. Mark receives a call from the Ian to meet up with him and sees he is accompanied by Petra, a female backpacker from Norway. The killer taunts Petra and calls Mark his acolyte but Mark refuses to participate. A terrified Petra is let go from the car on the deserted forest road. Ian tells Mark that he didn't kill the missing teenager, that it was Gary who accidentally killed her and found Tanya buried in ""his territory."" He takes Mark back to his house where it is revealed James is dead, wrapped up in plastic in the bath. Mark then finds Chasely chained to a wall in the basement. Ian holds a gun to her head and makes Mark confess that it was in fact he who brutalized Tanya, but he didn't intend to kill her. As she was running away from him, Gary had accidentally hit her with his car. Gary and Mark had apparently decided to keep it secret and bury her body.
Ian's deaf wife Kay is revealed to be a willing accomplice with Ian and promptly stabs Mark in the stomach. She takes out her hearing aids and disappears back upstairs. Ian bends down to taunt Mark, but Mark stabs him with a blade he had taken from the garage, allowing Chasely to uncuff herself with Ian's keys. However once she gets to the front door she finds it is deadlocked and must return to the basement. She goes back down and is nearly strangled by Ian, but she pulls the knife out of his side and stabs him until he dies. Mark dies from his wounds. She then grabs the keys and makes her way out. The scene cuts to Ian's wife bottle-feeding their baby and ends with Chasely staggering up the night road into the path of a halting car."	Australian
Beyond	2012	thriller	Josef Rusnak	Jon Voight, Teri Polo, Dermot Mulroney, Ben Crowley, Chloe Lesslie	A detective searching for a missing child is approached by a radio psychic who claims to be able to see visions through the child's eyes.	American
Call, TheThe Call	2013	thriller	Brad Anderson	Halle Berry, Abigail Breslin, Morris Chestnut, Michael Eklund, Michael Imperioli	"Los Angeles Police Department veteran 9-1-1 operator, Jordan Turner, receives a call one night, from a teenage girl, Leah Templeton, fearing for her life as Michael Foster breaks into her home. Jordan calmly advises her to conceal herself upstairs. When the call is disconnected, Jordan calls Leah back, a decision that costs Leah her life. The ringing phone gives her location away to Michael. Jordan attempts to dissuade him from going further over the phone. He responds ""It's already done"" and hangs up, leaving her distraught.
The next day, Jordan sees a television report confirming that Leah has been murdered. Emotionally affected by the incident, Jordan tells her boyfriend, Officer Paul Phillips, that she can no longer handle field calls.
Six months later, she is working as a trainer for 9-1-1 operators. Teenager, Casey Welson, is kidnapped from a mall parking garage after parting with her friend, Autumn, and forced into the trunk of a car. Casey had taken Autumn's disposable phone, and uses it to call 9-1-1. A rookie operator, Brooke, receives the call but is unable to handle it, prompting Jordan to take over. Though Casey's use of a disposable phone means that her exact GPS location cannot be found.
While the Michael drives, Jordan guides Casey through knocking out a tail light and signaling people in nearby cars. One woman who sees Casey waving her arm out of the trunk of the car calls 9-1-1, allowing the police to narrow their search. When Casey tells Jordan that there are cans of paint in the trunk, Jordan has Casey pour the paint out of the taillight hole. This attracts the attention of another motorist, Alan Denado, but Michael knocks him out with a shovel, and assuming him to be dead and stuffs Alan in the trunk with Casey.
Alan reawakens in the trunk and begins screaming uncontrollably, and Michael stabs him. Michael stops at a gas station where Casey gets an idea to crawl out of the trunk and scream and ask a worker for help. The worker attempts to bust the door open, but Michael sprays him with gasoline and throws a lighter at him.
Upon arriving at his destination, Michael removes Casey from the trunk and finds the phone in her pocket, with 9-1-1 listening on the line. Through the phone, Jordan informs him that his identity is uncovered and advises him to turn himself in and not hurt the girl. Before smashing the phone, Michael responds, ""It's already done."" Jordan realizes that Michael is the same culprit who killed Leah.
Meanwhile, Paul, accompanied by Officer Jake Devans and others in law enforcement, raid Michael's home, but find only his wife and children. Finding a photo of Michael and his sister, Melinda, they realize that Casey resembles her. Additionally, the house seen in the photo is eventually revealed by Michael's wife to have burned down, although a nearby cottage still remains. The police raid it, but find nobody there and leave.
Michael begins to wash and cut Casey's hair. Determined to rescue Casey, Jordan drives to the secondary home where she finds a number of photos of Michael with his leukemia-stricken sister. Stepping outside, she recognizes sounds from an outdoor flagpole, reminiscent of sounds heard in the background in the final moments of the 9-1-1 call. She also finds a trap door amid dirt and scrub located where the primary house once stood. Jordan accidentally drops her cellphone down the cellar, she climbs down in without calling the police.
Navigating the cellar, Jordan hides from an emerging Michael. The cellar itself pieces together Michael's backstory. Michael had incestuous feelings towards his sister and was distraught when she fell ill, lost all of her hair and died of leukemia. Michael has a prop head that he keeps in the cellar that he treats like his sister. He has also been scalping and killing young girls who have similar blond hair, trying to find scalps that match his sister's hair.
Jordan soon finds Casey strapped down to a dentist chair and attacks Michael, as he begins to lacerate Casey's scalp. She frees Casey and both make an attempt to escape the cellar, during which Casey stabs Michael in the back with a pair of scissors. Michael pursues them and they are able to injure and kick him back down into the cellar, rendering him unconscious. While he is knocked out, they tie him to a chair.
When he regains consciousness, they inform him that they plan to leave him to die and claim that Casey had escaped, that she was found by Jordan in the woods, and that Michael disappeared. Pleading with them that they cannot just leave him there, Jordan replies to Foster using his own words, ""It's already done."" Michael shouts insults at them, Jordan locks the door and leaves, avenging Leah's death."	American
American Fable	2017	thriller	Anne Hamilton	Anne Hamilton (director/screenplay); Peyton Kennedy, Richard Schiff, Kip Pardue, Marci Miller, Gavin MacIntosh, Zuleikha Robinson	Young Gitty, an 11-year-old girl living on a farm in 1980s rural America, tries not to worry about her family losing the farm and seeks to escape the stress of her home by exploring the farm and its lands. She is shocked to discover, however, that the developer buying up local farms is now seemingly being kept prisoner in the family's old abandoned grain silo at the edge of the farm. Gitty begins spending time with the man, ultimately finding herself torn between loyalty to what she thinks is right, and loyalty to her own family. All is not as it may seem, though, as the family finds itself involved with individuals who are like something out of a fairy tale.	American
Side Effects	2013	thriller	Steven Soderbergh	Jude Law, Rooney Mara, Catherine Zeta-Jones, Channing Tatum	"After her husband Martin completes a four-year prison sentence for insider trading, Emily Taylor drives into a wall in an apparent suicide attempt. Jonathan Banks, her assigned psychiatrist, prescribes a series of antidepressants, but none work. Jonathan contacts Emily's previous psychiatrist, Victoria Siebert, who suggests an experimental new drug, Ablixa. The drug seems to help Emily, but gives her sleepwalking episodes as a side effect.
One night, Emily stabs Martin to death while sleepwalking. Jonathan fights for Emily's acquittal in court. She pleads insanity and is declared not guilty on the condition that she stays in a psychiatric hospital until cleared by Jonathan. The publicity destroys Jonathan's reputation, and his colleagues assume negligence on his part.
Jonathan discovers evidence that Emily is lying; she was not depressed and faked her suicide attempts. He also discovers someone may have profited from Ablixa's fall in stock value. He interviews Emily after administering what he claims is a truth serum that will make her drowsy. Though the serum is actually a placebo, she feigns drowsiness, confirming Jonathan's suspicion that she is deceiving him. When he confronts Victoria with his findings, she mails photographs to his wife Deirdre implying he had an affair with Emily. Deirdre leaves him, taking her son with her.
Jonathan calls Victoria's bluff by telling her Emily told him about their plot. He threatens Emily with electric shock treatment and tells her Victoria is paying him to keep her incarcerated so she can keep a bigger cut. Emily explains that she hated Martin for losing their opulent lifestyle, and began plotting to kill him, get away with it and profit by his death. She began seeing Victoria for counseling, and the two women became lovers. Emily taught Victoria about the financial world, while Victoria taught Emily how to fake psychiatric disorders. They plotted to kill Martin and use the negative Ablixa publicity to manipulate stock prices. Jonathan accepts Emily's offer to give him a cut of her money if he releases her from the ward.
Emily meets Victoria wearing a wire. After Victoria mentions details of the plot, she is arrested for conspiracy to commit murder and securities fraud. Emily, due to double jeopardy, cannot be charged as criminally responsible for her part in Martin's murder.
As retaliation for Emily's part in the plot, Jonathan, who still oversees her case, prescribes her Thorazine and Depakote and describes their unpleasant side effects. She is sent back to the mental ward for refusing treatment, and Jonathan regains his family and reputation."	American
The Long Weekend	2005	thriller	Pat Holden	Chris Klein, Brendan Fehr	Cooper is an actor who sees life as one big party, while Ed is in advertising and takes life too seriously. When Ed gets stressed over a deadline he has to meet, Cooper works to get his brother hooked up with a girl, thus a long weekend of stress and beautiful women, culminating in Ed's meeting, and making love to, the woman of his dreams- and all without his brother's meddling.	Canadian
Wara no Tate	2013	thriller	Takashi Miike	Tatsuya Fujiwara	Ninagawa was a powerful man in Japanese politics and with top economic connections. His granddaughter is then murdered. The suspect is Kunihide Kiyomaru (Tatsuya Fujiwara). Three months after the murder of his granddaughter, Ninagawa places a whole page ad in the 3 big Japanese newspapers. The ad then states that if Kiyomaru was executed, Ninagawa will offer 1,000,000,000 as a reward. Kunihide Kiyomaru turns himself in at the Fukuoka Police Station. Five detectives from the security section (SP) of the Tokyo Metropolitan Police Department travel to Fukuoka to escort Kunihide Kiyomaru back to the Tokyo Metropolitan Police Department. The distance between Fukuoka and Tokyo is apprixmately 1,200 km.	Japanese
Straightheads	2007	thriller	Dan Reed	Gillian Anderson, Danny Dyer	"Adam, a 23-year-old self-employed security technician, is hired by a businesswoman, Alice Comfort, to set up a security system in her flat. After finishing the work, Adam falls asleep on a lawnchair on her roof-garden. When Alice arrives home and finds him there, she impulsively asks him to accompany her to a housewarming party for her boss. He is unsure, but eventually agrees.
On the way home from the party, Alice and Adam are caught behind a slow-moving vehicle, which Alice frustratedly overtakes whilst Adam shouts out an obscenity at the driver. Shortly thereafter, Alice is distracted from driving and accidentally hits a stag. She brings the car to a stop, and they drag the stag off the road. While they are moving it, the car that Alice had earlier overtaken pulls up behind Alice's car. Three men get out, badly beat Adam and then rape Alice.
A month passes, during which Adam and Alice physically heal but both remain emotionally wounded. Upon returning to work, Alice receives notification that, while she was hospitalized following her rape, her father died. Alice drives out to his country estate to put his affairs in order, where she discovers a locked chest that she recognizes from her childhood. On the way home, she passes by a group of riders on horseback, one of whom she recognizes as having raped her. She gets his name - Heffer - from one of the other riders.
Alice then contacts Adam, and he makes his way to Alice's father's house where she tells him that she's found one of the men responsible for attacking them. Alice shows Adam the contents of her father's locked chest: a sniper rifle and silencer that her father apparently smuggled home after being discharged from the army. Alice then tells Adam that she intends to avenge herself against Heffer.
Adam and Alice go to Heffer's home with the intent to kill him. As Alice is preparing to shoot him, a young woman (later identified as Heffer's daughter, Sophie) comes out of the house. Alice and Adam, disturbed by seeing their attacker as a human being, return home.
Over the next several days Alice and Adam try to determine if they should follow through with their plan. Adam, who has been impotent since the attack, steadily becomes more aggressive and committed to the idea of murdering Heffer. Alice, however, has grown reluctant to kill Heffer now that she has seen him in a human context; instead, she sends Adam to set up security equipment in Heffer's house in an attempt to determine the identities and locations of his friends who participated in the gang-rape.
Adam succeeds in breaking into Heffer's house and ends up in Sophie's room; initially, he merely attempts to keep her quiet so that he can get out of the house, but he has a sudden fit of rage and begins raping her. In the middle of the attack, she escapes from his grasp, and Adam returns home, able to maintain an erection for the first time since the attack.
The next day, Alice uses a laptop computer that controls the security cameras and watches Heffer in his house. She realizes his intention is to kill himself and after grabbing the rifle she rushes to his house. Alice finds Heffer in his garage, sitting in his running car, attempting to kill himself with carbon monoxide poisoning. Alice gets Heffer out of the car and into fresh air, saving his life. In the midst of a delirium from the carbon monoxide, Heffer—who doesn't recognize Alice—confesses that, a month ago, his friends voiced their intentions to rape his daughter, but that he convinced them to rape and beat a woman and her friend in the middle of the road instead.
Just then, Alice and Heffer hear Adam calling from outside, and Heffer suddenly turns violent, grabbing her roughly but Alice hits him and frees herself. Adam then bursts into the house, beats Heffer, duct-tapes him to the kitchen table, and holds him down while Alice sodomizes him with the barrel of the rifle that she has fetched from her car; once she is finished, she prepares to kill him, but now feeling pity for him because of the circumstances surrounding the rape, she decides not to pull the trigger. Adam, infuriated, takes out a hunting knife and carves out Heffer's eye. Horrified, Alice runs away; driving back to her father's home, Alice spots Sophie hitch-hiking, and invites her into her car. When Sophie realizes she isn't being taken home, she asks Alice where they're headed; Alice replies, ""Somewhere safe.""
Back at Heffer's house, Adam taunts Heffer until he hears a car pulling up; as one of the attackers approaches the house, Adam fatally shoots him in the head before pursuing the remaining attacker through the grounds of Heffer's house. Adam shoots him in the leg as he flees, causing him to fall to the ground. Adam then approaches the wounded man and bludgeons him to death with the butt of the rifle. In the final shot of the film, Adam walks away from his final victim and approaches the screen for a close up shot. He effectively breaks the fourth wall by glancing at the audience - leaving the viewer to reflect on the violent act of revenge Adam has committed."	British
U.E.	2006	thriller	Aleksandr Atanesyan	Aleksandr Atanesyan, Dorie Gray	FSB colonel Chernov was investigating a money laundering crimes for a long time. Sent to a retirement pension, his sharpened sense of justice keep him from assured rest when Chernov suddenly founds that on a recently deceased businessman's account a millions of dollars are settling. Chernov decides to return them to Russia. But many more people dream to possess on that money...	Russian
Premonition	2007	thriller	Mennan Yapo	Sandra Bullock, Julian McMahon, Nia Long	"Jim (Julian McMahon) and Linda Hanson (Sandra Bullock) are married with two daughters, Megan (Shyann McClure) and Bridgette (Courtney Taylor Burness) but their relationship is faltering. While Jim is away on a business trip, Linda is left to take care of the girls. After Linda listens to a message from Jim, Sheriff Reilly (Marc Macaulay) knocks on the door and tells Linda that her husband died in a car accident on the previous day. Linda’s mother, Joanne (Kate Nelligan) arrives to help the family through its grief. Linda falls asleep on the living room couch, only to wake up in bed instead. She is shocked to see that Jim is downstairs drinking coffee and watching TV. While on the road, Linda is pulled over by Sheriff Reilly and learns that he has no knowledge of her. Before the day ends, she accidentally falls on a dead crow while hanging laundry in her yard.
The next day, Jim is once again dead and Bridgette has a gash on her face. Linda awakes next to an empty bottle of lithium pills, prescribed by Dr. Norman Roth. Family members, along with Linda's friend Annie (Nia Long) attend the burial for Jim. Linda finds Dr. Roth's phone number in the garbage can but his voice mail message states that the office is only open on weekdays. Roth (Peter Stormare) later subdues Linda with two assistants and Sheriff Reilly. Joanne arrives and says that Linda needs to be committed to a mental health facility. Linda wakes up in her bed again and finds Jim in the shower. After dropping the girls off at school, she stops in her driveway and opens the garbage to discover the crow's body inside. She goes to see Dr. Roth who does not recognize her. Linda tells Roth about the premonitions she has been having until he prescribes lithium. Back at the house, Linda sees Bridgette running toward the glass doors. Despite Linda's urging, she runs through it hurting her face and hands. Linda throws Dr. Roth's number in the garbage before realizing that the days are unfolding out of order. She records Tuesday as the current day, Saturday as the funeral's day and Friday as a day yet to come. Before Jim goes to bed she makes him promise that ""if tomorrow is Wednesday, please, please wake me up before you leave.""
On Friday and visits the insurance agent who tells her that Jim tripled his life insurance benefits on the morning of his accident. On the previous Sunday, Linda visits Father Kennedy (Jude Ciccolella) who tells her a story about a woman with similar experiences who was later hanged for witchcraft. Eventually, Linda visits the site of the accident. She stares at the ""Mile 220"" sign, which is where Sheriff Reilly told her the accident took place. Images of her family flash before her eyes as Linda tries to decide what to do. That night, Linda puts pressure on Jim and the kids to show more affection for each other. She continues acting strange, so Jim tries to comfort her. She tells him that she’s had a dream where he died. He tells her that it is just a dream and that everything will be fine. A storm rages on and a crow is struck by a falling power line. Linda wakes up in her bed on Wednesday and reads a note from Jim saying that he has taken the kids to school. Linda begins to search for Jim, who then calls the house and leaves the message from the beginning of the film. The two have a reconciliation. Then Linda tries to save Jim from the car accident over the phone; however, her attempt fails. The movie ends with Linda pregnant with another child."	American
Spiders 3D	2013	thriller	Tibor Takács	Patrick Muldoon, Christa Campbell, William Hope	"Debris from a destroyed Soviet space station (where experiments were taking place on huge mutant spiders) fell toward Earth, crashing inside the tunnel of a New York City subway station. The film cuts to the subway station, where Jason Cole, a New York Transit subway supervisor, works. When the debris from the space station crashes into the tunnel, an alarm goes off and the authorities, afraid of a possible disease outbreak, begin evacuating passengers from the station. Jason's coworker Jimmy descends into the subway tunnel to investigate the area, telling Jason that he believes the debris is the remains of the Russian spacecraft. Jimmy feels something bite his leg, and suddenly starts to stumble, falling on the third rail, electrocuting himself. Jason's ex-wife Rachel, who is a coroner with the New York City Dept of Health, discovers a cluster of large, strange-looking ""insect eggs"" inside Jimmy's body. She saves the eggs in a canister for further study.
Meanwhile, at the site of the spacecraft crash, men in hazmat suits investigate for radioactive material. The find a piece of debris and bring it to a Russian doctor working on-site, who says it is ""nothing to worry about."" The authorities declare the area ""clear"" and safe for reopening the subway station. except for Rachel, saying there are ""waste disposal issues"". One man says they'll do their best to fix it by rush hour. The debris is said to be from the soviet union.
Back at the subway station, rats have infested the tunnels. The smell has gotten so bad that the subways were shut back down. Pest control is brought down to the source of the problem, an abandoned subway cart. Near it they find several bodies of homeless men, covered in webs filled with eggs. One of the men is then attacked by hundreds of spiders, which swarm his body.
The authorities quarantine the area, reroute the subways to go around it, and jam cell phone service in the area. They tell the public that there is a ""virus outbreak"". Men in hazmat suits capture the spiders and put them in a large cage. Back at the morgue, a Dr. Darnoff, working in cooperation with the Russians, examines Jimmy's body and the eggs. He explains that Jimmy's body contained the queen spider egg, which is always implanted in the first host, which was Jimmy. Darnoff explains that 20 years ago, a spacecraft was discovered under the ice.
They took the genes from the aliens found in the craft, and injected it into many different creatures, but spiders were the only ones with the structure to carry the gene and survive. He then explained that the queen spider can weave an infinite supply of lightweight, bulletproof material that will give the nation that controls it a military and industrial advantage. A U.S. Army colonel, Jenkins, who is revealed to be also working with the Russians, tells his men to kill off the people they quarantined. Darnoff tries to save the people by telling Jenkins killing them is longer necessary, since they already have the queen spider egg. However, Jenkins tells the Darnoff to mind his own business. The doctor also reveals that if they do not get the queen egg to the nest the spiders are building to protect her, she will die in 12 hours.
Investigators see Rachel's report on the eggs found in the bodies and quarantine her apartment with her daughter Emily inside, saying she is ""infected"". They try to quarantine Jason as well, but he escapes. When tests are done on the eggs Jason brought to Rachel, it is found that they have no bacteria on them. Which is unusual because ""everything on earth has bacteria.""
Two men, apparently also working for Darnoff, manage to grab Rachel's purse which contains the canister holding the queen egg, from her car as she leaves her underground garage.
Rachel calls Jason, who tells her to leave her car, as they are now being hunted by the Russians and their cohorts. Meanwhile, the spiders grow to giant proportions and begin to come up to street level from the subway tunnels. Jason and Rachel head towards their apartment to rescue Emily. They travel underground to avoid capture using the subway tunnels that Jason is familiar with, meeting huge and vicious spiders who attack them. However, they manage to fight off the spiders and reach the apartment, but learn through texting that Emily left and is hiding in a toy store.
Jenkins moves out to capture the queen to acquire her webbing. Darnoff advises him not to, as she is still dependent on the other spiders, but Jenkins ignores him. Just then, the queen emerges from the ground and eats the doctor, who was in awe of her beauty.
Jason and Rachel make it to the toy store. When they don't find Emily, Jason calls her but receives no answer. They hear her yelling and climb down to the tunnels to find her. They run into more spiders along the way and barricade a door to escape them. They find Emily and begin tearing at the webbing. They climb up a ladder that leads to the streets but Jason stays behind to fight off the queen who is coming for them. Jason begins breaking the eggs along the walls, which angers the queen. It chases him into a subway train, which it can't fit in due to its size. Jason finds the train's controls and drives it into a tunnel where the spider won't fit. He exits the train after sending it backwards through the tunnel, where the spider is waiting at the opening. The train crashes into the spider and at the same time, smashes gas pipes on the wall, starting a huge fireball that kills the spiders below ground, including the queen. Jason, Rachel and Emily reunite on the street, where soldiers load dead spiders into a huge truck.
As the final scene slowly fades, a mutant spider is seen crawling across a broken traffic signal, and the film ends."	American
Gone	2007	thriller	Ringan Ledwidge	Shaun Evans, Scott Mechlowicz	"Alex (Shaun Evans) arrives in Sydney, and realizing he has missed his bus, he is then reading his travel guide on stone steps in the street, when Taylor (Scott Mechlowicz) suddenly sits near Alex and makes small talk with him, and then insisting he come with him. After drinking and raucously horsing around with two unnamed girls, Alex awakens in a city park with Taylor standing over him with a Polaroid camera, snapping a photo of Alex with one of the girls that night. When driving out of town in Taylor's vehicle, Alex reveals that he is to be at Byron Bay to meet his girlfriend, Sophie (Amelia Warner), and Taylor suggests that they travel together. When Alex and Taylor meet Sophie, she is with Ingrid (Zoe Tuckwell-Smith), a friend. The four of them head towards Katherine Gorge in the Northern Territory. The following day, about to leave, Taylor vaguely mentions that Ingrid had to meet someone and had caught a bus, with Alex and Sophie unbemused.
Following that, they move on and while driving hit a kangaroo with their car. This accident causes Alex to receive a major head wound. Sophie and Taylor get him supplies, but Alex refuses to cooperate, citing that they need to leave and get away from Taylor. When they end up at a hotel, Sophie goes to talk to Alex, but his room is empty and he texts her saying, ""I'm going."" Sophie tries to convince Taylor to go look for him, but they end up waiting the night.
The next day, they head toward the next town. Taylor says that they should pull over and rest. They spend the night together and in the morning Sophie attempts to text Alex. The phone in Taylor's pocket lights up. The next morning Sophie claims that Ingrid texted her to meet them at Katherine's Gorge. Taylor knows this is not true and begins chasing after Sophie. Sophie, in an attempt to get away, drives the car quickly away. Alex falls out of the trunk inside of a sleeping bag, long dead. She continues to try getting away with Taylor after her in the trunk of the car. Eventually, he falls out; she backs over him and leaves."	Australian
Road to Paloma	2014	thriller	Jason Momoa	"Jason Momoa
Lisa Bonet
Michael Raymond-James
Wes Studi"	After murdering his mother's rapist, Wolf (Jason Momoa), a Native American, flees from the law. Six months later he meets up with a drifter called Cash (Robert Homer Mollohan) and heads north to his sister's property where he intends to go spread his mother's ashes, but with the law right behind him his dream to lay his mother to peace may come at a price.	American
 The Jacket	2005	thriller	John Maybury	Adrien Brody, Keira Knightley	"After miraculously recovering from an apparently fatal bullet wound to the head, Gulf War veteran Jack Starks (Adrien Brody) returns to Vermont in 1992, suffering from periods of amnesia. While walking, he sees a young girl, Jackie (Laura Marano), and her alcoholic mother (Kelly Lynch) in despair beside their broken-down truck. Starks and Jackie quickly form a certain affinity; she asks him to give her his dogtags and he does so. He gets the truck started for them and continues on his way. Shortly after, a man driving along the same highway gives Jack a ride and they get pulled over by a policeman.
The scene changes: Starks is found lying on the deserted roadside near the dead policeman, with a slug from the policeman's gun in his body. The murder weapon is on the ground nearby. Although he testifies there was someone else at the scene, he is not believed because of his amnesia. Starks is found not guilty by reason of insanity and is incarcerated in a mental institution.
Starks is placed in the care of Dr. Thomas Becker (Kris Kristofferson), a psychiatrist, and his staff. In December 1992, Starks is forced to undergo an unauthorized treatment designed by Becker: he is injected with experimental drugs, bound in a straitjacket and then placed inside a morgue drawer as a form of sensory deprivation. While in this condition, he is somehow able to travel 15 years into the future and stay there for a short time. He meets an older version of Jackie (Keira Knightley) at a roadside diner where she works. He suspects this happens because it is the only memory he can ever fully hold on to. She does not recognise him but seeing him standing forlornly, she takes pity on him and offers him shelter, just for the night. While in her apartment, Starks comes across his own dogtags and confronts her. Jackie, frightened, tells him that Jack Starks died on New Year's Day in 1993, and so he cannot possibly be who he says he is. She becomes upset and asks him to leave. Subsequently, Starks is transported back to the future on several occasions in the course of his treatment and, after earning Jackie's trust, they try to figure out how to make use of the time-travelling so as to remove Jack from the hospital and save his life.
Early on 1 January 1993, knowing that his time is quickly running out, Starks is briefly taken out of the hospital by Dr. Beth Lorenson, who he has finally convinced of his time travel experiences and his knowledge of future events. She drives Starks to the childhood home of Jackie and her mother, where he gives the mother a letter he has written, which outlines Jackie's bleak future and warns the mother that she is fated to orphan Jackie when she falls asleep with a lighted cigarette in her hand and is burned to death. When he returns to the hospital, Starks experiences a flashback to the head wound he suffered in Iraq, simultaneously slipping on the ice and hits his head. Bleeding profusely, he convinces two of the more sympathetic doctors to put him into the jacket one last time.
Starks returns to 2007, where he finds that his letter to Jackie's mother has made all the difference. Jackie now has a better life than in the previous version of 2007. She is no longer a waitress, is now dressed in a nurse's uniform, and has a noticeably more cheerful outlook. They reprise their first 2007 meeting: she sees Starks standing in the snow and initially drives past him, but backs up when she notices his head wound. She stops and offers to take him to the hospital where she works. While they are in the car, Jackie receives a call from her mother — still alive and well. They drive on, the screen fades to white, and a voice-over reveals that the link to the ""previous"" future is not lost when Jackie says ""How much time do we have?"", a question she has asked him before. As the credits start to roll, the answer to the question is given by the words of the song: ""We have all the time in the world"" sung by Iggy Pop."	American
7 Days (Les 7 jours du Talion)	2010	thriller	Podz	Rémy Girard, Claude Legault, Fanny Mallette	"The ordinary life of surgeon Bruno Hamel (Claude Legault) is destroyed when his daughter Jasmine (Rose-Marie Coallier) is raped and murdered in a park. Upon learning that the police apprehended the prime suspect, laborer Anthony Lemaire (Martin Dubreuil), Hamel plans to take revenge. He abducts Lemaire while he is being brought to his trial by drugging the officer driving the transport vehicle and brings him to a secluded cabin. Using a remote-controlled computer to conceal his location, Hamel calls the police to inform them that he plans to murder Lemaire in seven days, the seventh day being Jasmine's birthday. After killing him, Hamel will give himself up to the police.
Police detective Mercure (Rémy Girard) leads the investigation to discover Hamel's whereabouts. Mercure himself suffered a personal tragedy when his wife was killed during a grocery store robbery. Though Mercure acknowledges that the imprisonment of his wife's killer has not made his life more bearable, he becomes determined to stop Hamel before he commits murder.
Over the course of the seven days, Hamel brutally tortures Lemaire. Initially frightened and in incredible pain, Lemaire starts to accept his fate and mocks Hamel for not enjoying himself as he inflicts painful injuries on him. Lemaire eventually admits to raping and murdering Jasmine, along with three other girls. Hamel contacts a news station to have the families of Lemaire's victims informed about his captive's confession. When the mother of one of Lemaire's victims disapproves of his actions, Hamel kidnaps her and forces her to see Lemaire.
By the seventh day, the police locate Hamel's cabin. Hamel gives himself up and lets Lemaire live. As the police lead him away, a reporter asks him if he still believes vengeance is right. Hamel responds with a ""No."" However, when asked if he regrets what he has done, he gives the same answer."	Canadian
