Title	Release Year	Genre	Director	Cast	Plot	Origin/Ethnicity
The Island of Dr. Moreau	1977	sci-fi	Don Taylor	Burt Lancaster, Michael York	"Ship's engineer Andrew Braddock (York) and two other men are floating in a lifeboat in the middle of the Pacific following the wreck of the ship Lady Vain. After seventeen days at sea, they land on an island where the two men accompanying Braddock are promptly killed by animals. Braddock is nursed back to health in the compound governed by the mysterious scientist ""Dr. Moreau"" (Lancaster). Besides Moreau, the inhabitants of the compound include Moreau's associate, Montgomery (Davenport), a mercenary; Moreau's mute, misshapen servant, M'Ling (Cravat); and a ravishing young woman named Maria (Carrera). Moreau warns Braddock not to leave the compound at night.
Moreau welcomes Braddock as an honored guest and willingly shares his fine library, but there are some strange goings-on. One day Braddock witnesses Moreau and Montgomery manhandling a chained creature who is clearly not quite human, and the island is home to more than just this one. Moreau explains that they are, in fact, the hybrid products of his experiments upon various species of wild animal. Braddock is both shocked and curious. Moreau explains that he is injecting the animals with a serum containing human genetic material. At times, the human/animal hybrids still have their animal instincts and don't quite behave like a human which sometimes enrages Moreau, feeling that his experiments haven't worked successfully. That night, as Braddock is reeling from learning the truth, Maria goes to his room where they make love.
The following day, Braddock takes a rifle and leaves the compound, determined to see exactly how the hybrid creatures live. He enters a cave and finds several of them (all male). Just as he is surrounded by them and about to use the rifle to defend himself, Moreau appears and restores order. The Sayer of the Law (Basehart) is the only one of Moreau's experimental beasts who can speak; Moreau calls on him to utter the three laws (no going around on all fours, no eating of human flesh, no taking of other life) aloud to the other creatures. This reminds them that they must not attack Braddock.
After one of the man-beasts, (the Bull man) kills a tiger, Moreau intends to take it to the ""house of pain"", his laboratory, as punishment. The man-beast panics and runs. Braddock finds it in the jungle, badly injured, where it begs him to kill it rather than return it to the lab. Braddock shoots it, angering the man-beasts, as Braddock has broken the law of killing.
Convinced that Moreau is insane, Braddock prepares to leave the island with Maria. Moreau stops them and straps Braddock to the table in his lab. He then injects him with another serum so that he can hear Braddock describe the experience of becoming animalistic. Caged, Braddock struggles to maintain his humanity. When Montgomery objects to this treatment, Moreau shoots him in cold blood.
Outside the compound, the angry man-beasts turn on Moreau because by killing Montgomery he has broken the very rule he expected them to follow. He is killed at the compound's gate while trying to whip his attackers into submission. The man-beasts, now overpowered by their primitive natures, rampage through the compound. Braddock, Maria and M'Ling engineer an escape, but the compound is burned and most of the man-beasts are killed by the wild animals which Moreau kept for his experiments. During the final escape, M'Ling risks his life to save his companions from a lion and both fall into pit trap.
Braddock and Maria manage to float away in the lifeboat that Braddock arrived in, but are followed by one of the last man-beasts. After a battle with each other, Braddock kills the man-beast with a broken oar. Some time later, they are rescued by a passing ship, and the serum has worn off, returning Braddock to his full human state."	American
From the Earth to the Moon	1958	sci-fi	Byron Haskin	Joseph Cotten, George Sanders, Debra Paget	"Shortly after the end of the American Civil War, munitions producer Victor Barbicane (Joseph Cotten) announces that he has invented a new explosive, ""Power X"", which he claims is much more powerful than any previously devised. Metallurgist Stuyvesant Nicholl (George Sanders) scoffs at Barbicane's claims and offers a wager of $100,000 that it cannot destroy his invention, the hardest metal in existence. Barbicane stages a demonstration using a puny cannon and demolishes Nicholl's material (and a portion of the countryside).
President Ulysses S. Grant (Morris Ankrum) requests that Barbicane cease development of his invention after several nervous countries warn that continuing work on Power X could be considered an act of war. Barbicane agrees, but when he discovers that pieces of Nicholl's metal retrieved from the demonstration have somehow been converted into an extremely strong yet lightweight ceramic, he cannot resist the chance to construct a spaceship to travel to the Moon. He recruits Nicholl to help build the ship. Meanwhile, Nicholl's daughter Virginia (Debra Paget) and Barbicane's assistant Ben Sharpe (Don Dubbins) are attracted to each other.
After completing the spaceship, Barbicane, Nicholl, and Sharpe board it and, amid much fanfare, take off. Once they are in outer space, the strongly religious Nicholl reveals that he has sabotaged the vessel, believing that Barbicane has flouted God's laws. When it is discovered that Virginia has stowed away, Nicholl cooperates with Barbicane in a desperate attempt to save her. Sharpe is knocked out, and he and Virginia are placed in the safest compartment of the ship. Barbicane and Nicholl then fire rockets that send the young couple on their way back to Earth, while the two scientists land on the Moon in another section, with no way off. They are able to signal to the young couple that they have reached the Moon safely."	American
The Little Shop of Horrors	1960	sci-fi	Roger Corman	Jonathan Haze, Jackie Joseph, Mel Welles, Dick Miller, Jack Nicholson	"Penny-pinching Gravis Mushnick owns a florist shop which is staffed by him and his two employees, the sweet Audrey Fulquard and clumsy Seymour Krelboyne. The rundown shop gets little business. When Seymour fouls up the arrangement of Dr. Farb, a sadistic dentist, Mushnick fires him. Hoping Mushnick will change his mind, Seymour tells him about a special plant that he crossbred from a butterwort and a Venus flytrap. Seymour admits that he named the plant ""Audrey Jr."", a revelation that delights the real Audrey.
Seymour fetches his sickly, odd-looking, potted plant, but Mushnick is unimpressed. When it is suggested that Audrey Jr.'s uniqueness might attract people to see it, Mushnick gives Seymour one week to revive it. The usual kinds of plant food do not nourish the plant, but when Seymour accidentally pricks his finger he discovers that the plant craves blood. Fed on his blood Audrey Jr. begins to grow and the shop's revenues increase due to the curious customers who are lured in to see the plant.
The plant develops the ability to speak and demands that Seymour feed it. Now anemic, Seymour takes a walk along a railroad track. When he carelessly throws a rock to vent his frustration, he inadvertently knocks out a man who falls on the track and is run over by a train. Guilt-ridden but resourceful, Seymour collects the body parts and feeds them to Audrey Jr. Meanwhile, Mushnick returns to the shop to get some cash and secretly observes Seymour feeding the plant. Mushnick considers telling the police, but procrastinates when he sees the line of people waiting to spend money at his shop the next day.
Seymour arrives the next morning suffering toothache, so visits Dr. Farb. Farb and Seymour fight after the doctor tries to get even for ruining his flowers. Grabbing a sharp tool, Seymour accidentally stabs and kills Farb. Although horrified, Seymour feeds Farb's body to Audrey Jr. The unexplained disappearances of the two men attract the attention of Sergeant Joe Fink and his assistant Officer Frank Stoolie (take-offs of Dragnet characters Joe Friday and Frank Smith,[15]).
Audrey Jr., which has grown several feet tall, is beginning to bud, as is the relationship between Seymour and Audrey. A representative of the Society of Silent Flower Observers of Southern California comes to the shop and announces that Seymour will receive a trophy, and that she will return when the plant's buds open. While Seymour is on a date with Audrey, Mushnick stays at the shop to see that Audrey Jr. does not hurt anyone else. Mushnick finds himself at the mercy of a robber who believes that the huge crowds indicate the presence of a large amount of money. Mushnick tricks the robber into thinking that the money is with the plant, which crushes and eats him. After Seymour is forced to damage his relationship with Audrey to keep her from discovering the plant's nature, he confronts the plant asserting he will no longer do its bidding. The plant then employs hypnosis on Seymour and commands him to bring it more food. He wanders the night streets and knocks out a street walker to feed Audrey Jr.
Lacking clues about the mysterious disappearance of the two men, Fink and Stoolie attend a sunset celebration at the shop, during which Seymour is to be presented with the trophy and Audrey Jr.'s buds are expected to open. As the attendees look on, four buds open and inside each flower is the face of one of the plant's victims. Fink and Stoolie realize Seymour is their culprit who flees from the shop with the police in pursuit. Seymour manages to lose them before eventually making his way back to Mushnick's now empty shop. Audrey Jr. demands, ""Feed me!"" Seymour curses the plant, grabs a kitchen knife and climbs into Audrey Jr.'s maw, saying, ""I'll feed you like you never been fed before!""
Later that evening, it is discovered that Audrey Jr. has begun to wither and die. One final bud opens to reveal the face of Seymour, which pitifully moans, ""I didn't mean it!"" before drooping over—apparently ending the life of Audrey Jr."	American
Now You See Him, Now You Don't	1972	sci-fi	Robert Butler	Kurt Russell, Joe Flynn	"At Medfield College, science buff Dexter Riley and his friends, including Richard Schuyler and Debbie Dawson, eavesdrop via a hidden walkie-talkie on a board meeting led by Dean Eugene Higgins, discussing the small college's continuing precarious finances. Later that afternoon, Professor Lufkin shows Higgins around the science lab where Dexter is working on an experiment with invisibility and another student, Druffle, explores the flight of bumblebees. That night, unknown to anyone, during a powerful thunderstorm, the roof of the lab is struck by lightning, sending a current of electricity down a metal beam and through Dexter's complex experiment components. The next day, as Dexter examines his burnt equipment with dismay, Higgins meets with A.J. Arno, a recently released prisoner, who had also purchased Medfield's mortgage. When Dexter accidentally drops one half of his glasses into a container of his experimental formula, it appears as if the substance destroys them, but upon closer examination, Dexter realizes the frames are merely partially invisible. After several excited tests, Dexter boldly places his fingers in the liquid and they disappear. Schuyler and Debbie arrive and are horrified to see Dexter with a partial hand, but Dexter insists Schuyler test the substance as well, admitting only afterward that he does not yet have an antidote.
Just then, Higgins brings Arno to visit the lab, stunning the students, as only two years earlier, Dexter was instrumental in exposing Arno's crooked gambling scheme. Although distracted by the condition of their partially visible hands, Dexter and the others notice that Arno is more concerned with the campus architecture than Higgins' curriculum speech. After Arno and Higgins depart, Dexter and Schuyler try washing their hands to remove the formula. Curious about Arno's behavior, Dexter convinces Schuyler to use the invisibility formula to sneak into Arno's office that night to look around. Although they are nearly discovered when Schuyler steps into a puddle, making his tennis shoes visible, the boys get inside Arno's office where they find a model of Medfield College redesigned as sprawling gambling establishment. After taking photos of the model, the boys flee with Debbie's help.
The next day Dexter shows the photos to Lufkin and Higgins, both of whom are alarmed and concerned about how to buy back the college's mortgage. Convinced that Druffle's bumblebee study would draw attention and investments to Medfield, Higgins reacts angrily when Dexter assures him that his invisibility formula could win the top prize money in the upcoming Forsythe science contest. Not having admitted to anyone that Medfield has been dropped from the contest for being too insignificant, Higgins determinedly contacts the contest's sponsor, millionaire Timothy Forsythe, and agrees to meet over a game of golf, despite his inability to play. Upon learning of Higgins' plan and suspecting it must be connected with raising money for the college, Dexter urges Schuyler to volunteer to serve as Higgins' caddy while, hidden by the invisibility formula, he will take control of Higgins' golf ball. At the golf club, Forsythe and the state university dean, Collingsgood, are amazed by Higgins' quirky golfing abilities, which include numerous hole-in-one-shots, as is Arno who is also at the club.
After the game, Forsythe enthusiastically agrees to reinstate Medfield into the competition for the Forsythe Award. Meanwhile, Arno accidentally sees Dexter becoming visible in the club showers and grows suspicious. When the local television news covers Higgins' extraordinary golf game, he is invited to join an exclusive tournament in nearby Ocean City. Convinced that he will win enough money to pay the college's mortgage, Higgins brashly accepts and that afternoon departs with Schuyler. Learning of the tournament from Druffle too late, Dexter misses the plane and is forced to watch the competition on television where Higgins' game against two professionals is a disaster, missing the cut, and finally being washed up in the current of the ocean water. In his business office, Arno and his henchmen, Cookie and Alfred, also watch the tournament and ponder Higgins' odd inconsistency. Upon returning to the college, Higgins tells Lufkin that Druffle's bee experiment is the school's last chance. Both men are stunned when just then Druffle appears swathed in bandages after being attacked by the bees, to which he is allergic. Hoping to assuage the crestfallen Higgins, Lufkin suggests that they give Dexter's unproven formula a chance and the dean reluctantly agrees.
That evening, Cookie, disguised as a janitor, sneaks into the campus lab where he witnesses Dexter and Schuyler using the invisibility spray, and reports to Arno, who orders him to return and steal it. The following day, Forsythe and members of his committee arrive on campus to judge the best science experiment at the college. Unaware that their spray bottle has been replaced by Cookie, Dexter and Schuyler make their presentation and are stunned when it has no effect. Disappointed and angry, Forsythe and Higgins depart as Dexter remains confused until he chats with Charlie, the janitor. Learning that there is no night janitor, Dexter realizes that Cookie was a spy and likely stole the formula. Concluding that Arno must be behind the theft, Dexter plants a walkie-talkie in his office.
A couple of days later, Schuyler overhears Arno plotting with Cookie to rob the Medfield Bank by making themselves and the money invisible. Certain that if he could retrieve the formula before the Forsythe Award announcement that night he could still win the contest, Dexter sends Schuyler to the police and goes to inform the bank's president, Wilfred Sampson. When both the police and Sampson dismiss the boys' story about invisibility, Dexter and his friends gather outside of the bank to make plans. While an invisible Arno and Cookie knock out the guards and take the money, Dexter unsuccessfully tries to use a fire hydrant to hose the men down as they exit the bank. When Sampson realizes a theft has occurred, he contacts the police who join the college students in a wild chase of the car driven by the invisible robbers.
After briefly eluding everyone, Arno orders Cookie to make the car invisible, but they are spotted on a dirt road in a park. Deducing Arno will not leave town but go to his home instead, Dexter drives there and forces Arno's car into a neighboring pool where it, the money, and the men become visible. Arno and his henchmen are arrested at the scene and taken off to jail. Taking the formula, Dexter and the others dash to the presentation of the Forsythe Award and plead for one more opportunity to demonstrate their invention. Frustrated by Dexter's determination, Higgins intervenes just as Dexter sprays Schuyler, and, again, there is no result. Realizing the dip in the pool has diluted the formula, Dexter tries to explain to Forsythe. And just when Higgins tells everyone for the last time that invisibility does not exist, the top half of him becomes invisible, thus shocking the group and winning the top prize to save Medfield for another year."	American
RoboCop 3	1993	sci-fi	Fred Dekker	Robert John Burke, Nancy Allen, Rip Torn	"OCP is on the verge of bankruptcy after a series of failed business plans and drop of stocks, and are now struggling with their plans to create the new Delta City. To speed up the process, OCP creates an armed force called the Urban Rehabilitators, nicknamed ""Rehabs,"" under the command of Paul McDaggett (John Castle). Ostensibly its purpose is to combat rising crime in Old Detroit, augmenting the ranks of the Detroit Police Department in apprehending violent criminals. In reality, it has been set up to forcibly relocate the residents of Cadillac Heights. Nikko, a Japanese-American computer whiz kid, loses her parents in the process.
The police force is gradually superseded by the Rehabs, and violent crime begins to spiral out of control. The Delta City dream of the former OCP CEO, ""Old Man"", lives on with the help of the Japanese Kanemitsu Corporation, which has bought a controlling stake in OCP and is trying to finance the plan. Kanemitsu (Mako), Chairman of the Kanemitsu Corporation, sees the potential in the citywide redevelopment, and moves forward with the plans to remove the current citizens in order to create Delta City. The company develops and uses its own ninja androids called ""Otomo"" (Bruce Locke) to help McDaggett and the new OCP president, The CEO (Rip Torn) overcome the resistance of anti-OCP militia forces.
RoboCop (Burke) and partner Anne Lewis (Allen) try to defend civilians from the Rehabs one night, but Lewis is killed by McDaggett. Unable to fight back because of his ""Fourth Directive"", members of a resistance movement composed of Nikko and residents from Cadillac Heights save RoboCop and he joins them. Due to damage sustained in the shoot-out, RoboCop's systems efficiency plummets, and he asks the resistance to summon Dr. Marie Lazarus (Jill Hennessy), one of the scientists who created him. Upon arrival she begins to treat RoboCop, deleting the Fourth Directive in the process.
After recovering from his injuries, RoboCop conducts a one-man campaign against the Rehabs and OCP. He finds McDaggett and attempts to subdue him, but McDaggett escapes. McDaggett then learns the location of the resistance fighters' base from a disgruntled resistance member named Coontz (Stephen Root). The Rehabs attack and most of the resistance members are either killed or taken prisoner. RoboCop returns to the rebel base to find it abandoned. One Otomo unit arrives and attacks him. RoboCop experiences another power drain and his left arm and auto gun is destroyed, but eventually he overcomes his opponent with his arm-mounted gun. Nikko infiltrates the OCP building and assists a captured Lazarus in broadcasting an improvised video, revealing OCP's responsibility for the criminality in the city and implicating them in the removal and killing of the Cadillac Heights residents. The broadcast causes OCP's stock to plunge, driving the company into financial ruin and bankruptcy.
McDaggett decides to execute an all-out strike against Cadillac Heights with the help of the Detroit police, but the police officers, enraged at the company's sadistic ways, refuse to comply and instead defect to the resistance in order to get revenge for Lewis and their salaries and pensions, escalating the rebellion against OCP into a full-scale city war. As a result, McDaggett turns to hiring street gangs and hooligans to assist with his plans.
Having heard Lazarus' broadcast, RoboCop provides aerial support for the entrenched resistance forces, using a jet pack prototype the resistance had stolen during an earlier raid on an armory. He then proceeds to the OCP building and confronts the waiting McDaggett. RoboCop is then attacked, and nearly defeated, by two Otomo robots. Nikko and Lazarus succeed in reprogramming them using a wireless link from a laptop computer forcing them to attack each other. The Otomos' self-destruct system activates, forcing RoboCop to flee with Nikko and Lazarus. The flaming discharge from the jet-pack immobilizes McDaggett, leaving him to perish in the blast.
As Old Detroit is being cleaned up, Kanemitsu arrives on the scene. He fires the OCP president and orders the shutdown of OCP and cancellation of its Detroit operations, before finally bowing to RoboCop and his group in deference."	American
Change of Mind	1969	sci-fi	Robert Stevens	Raymond St. Jacques, Susan Oliver	"A married couple struggles to adjust when the husband's brain is transplanted into the skull of a black man.
David Rowe (St. Jacques) is a white district attorney who must now live his life as a black man. His wife Margaret (Oliver) tries to deal with the transformation of her husband's appearance as David feels the stings of racial prejudice for the first time.
Sheriff Webb (Nielsen) is a local lawman who resents the district attorney, but after the sheriff kills his own black mistress, he must rely on David for his legal defense.
Margaret has trouble being intimate with the man she knows is still her husband. Rowe investigates the murder of the young black woman while his superiors, friends and family treat him differently."	American
Time Walker	1982	sci-fi	Tom Kennedy	James Karen	"While California University of the Sciences professor Douglas McCadden explores the tomb of the ancient Egyptian king Tutankhamun, an earthquake causes a wall in the tomb to collapse, revealing a hidden chamber. Inside, Douglas finds a mummy in a sarcophagus. Unbeknownst to Douglas, the ""mummy"" is not the body of a dead Egyptian, but an extraterrestrial alien in suspended animation, being wrapped up and buried alive thousands of years before and covered with a dormant, green fungus.
The body is brought back to California and Douglas has it examined by Dr. Ken Melrose and X-rayed by student Peter Sharpe before a big press conference about the discovery. While reviewing the X-rays, Peter notices there are five crystals around the ""mummy's"" head. Peter steals the crystals and makes new X-rays to cover up his theft. He sells four of the crystals to students who are unaware of their origin. The second set of X-rays overdose the body with radiation. This causes the fungus to re-activate and the alien to awaken from suspended animation.
At the press conference the next day, one of the students touches the fungus on the sarcophagus, which eats away one of his fingers. The sarcophagus is then opened in front of the press to reveal that the mummy is gone. Ken and his colleague Dr. Hayworth attempt to identify the fungus and destroy it.
At first, everyone assumes that the mummy's disappearance is because of a fraternity prank. However, University President Wendell Rossmore wants to pin the ""theft"" on Douglas, so that he can give the Egyptian department's directorship to his flunkie, Dr. Bruce Serrano.
Meanwhile, the ""mummy"" tracks down the students who have the stolen crystals. The crystals are crucial components of an intergalactic transportation device that will allow the alien to return to its home planet. The alien violently reclaims its crystals, and, when he brutally attacks a female student, Lt. Plummer is called in to investigate the crime. As more students turn up dead or injured, Plummer believes that he is on the trail of a serial killer.
While Plummer conducts his investigation, Douglas translates the hieroglyphic text from the sarcophagus. He hopes it will reveal the identity of the mummy. The text reveals that Tutankhamun found the alien in a coma-like state. Thinking that the unconscious alien was a god, Tutankhamun and his attendants touched it and were killed by its infectious fungus. The king and the alien were then buried together in the king's tomb. Douglas, having figured out that the ""mummy"" is an alien, makes the connection between the alien and the crystals. He then traces the stolen crystals back to Peter, who admits to the theft and gives Douglas the one crystal he kept for himself.
In the end Douglas, Wendall, Bruce, two students, a security guard and the alien all end up in a boiler room where the alien has set up its transportation device. The alien activates the device by placing the last recovered crystal on it; his mummy wrappings disintegrate, revealing his true form. The security guard urged by Bruce shoots at the alien, but Douglas leaps in front of the alien to protect it. As Douglas lies injured the alien takes his hand, and the two disappear. A single crystal is left where the alien stood. Bruce grabs the crystal, and the fungus begins to destroy his hand."	American
Moon	2009	sci-fi	Duncan Jones	Sam Rockwell	"In the near future,[3] Lunar Industries has made a fortune after an oil crisis by building Sarang Station, an automated lunar facility to mine the alternative fuel helium-3 from lunar soil, rich in the material. The facility is fully automated, requiring only a single human to maintain operations, oversee the harvesters, and launch canisters bound for Earth containing the extracted helium-3. Sam Bell nears the end of his three-year work contract at Sarang Station. Chronic communication problems have disabled his live feed from Earth and limit him to occasional recorded messages from his wife Tess, who was pregnant with their daughter Eve when he left. His only companion is an artificial intelligence named GERTY, who assists with the base's automation and provides comfort for him.
Two weeks before his return to Earth, Sam suffers from hallucinations of a teenage girl. One such image distracts him while out recovering a helium-3 canister from a harvester, causing him to crash his lunar rover into the harvester. Rapidly losing cabin air from the crash, Sam falls unconscious.
Sam awakes in the base infirmary with no memory of the accident. He overhears GERTY receiving instructions from Lunar Industries to prevent him from leaving the base and to wait for the arrival of a rescue team. Suspicious, Sam manufactures a fake problem to persuade GERTY to let him outside. He travels to the crashed rover, where he finds his unconscious doppelgänger. He brings the double back to the base and tends to his injuries. The two Sams start to wonder if one is a clone of the other. After a heated argument and physical altercation, they coerce GERTY into revealing that they are both clones of the original Sam Bell. GERTY activated the newest clone after the rover crash, and convinced him that he was at the beginning of his three-year contract.
The two Sams search the facility, discovering a secret vault containing hundreds of hibernating clones. They determine that Lunar Industries is unethically using clones of the original Sam Bell to avoid the cost of new astronauts. The elder Sam drives past the interference radius in a second rover and tries to call Tess on Earth. He instead makes contact with Eve, now 15 years old, who says Tess died ""some years ago."" He hangs up when Eve tells her father (offscreen, identified as ""Original Sam"" in closed captioning) that someone is calling regarding Tess.
The two Sams realize that the incoming rescue team will kill them both if they are found together. The newer Sam convinces GERTY to revive another clone, planning to leave the revived clone's corpse in the crashed rover and send the older Sam to Earth in one of the helium-3 transports. But the older Sam, with his health declining, knows that he will not live much longer, having learned that the clones are designed to ""break down"" at the end of the 3-year contract. The older Sam suggests the younger Sam leave instead, and that he (the older Sam), is placed back into the crashed rover to die so Lunar Industries will not suspect anything.
Following GERTY's advice, the younger Sam reboots GERTY to wipe its records of the events. Before leaving, the younger clone programs a harvester to crash and wreck a jamming antenna, thereby enabling live communications with Earth. The older Sam, back in the crippled rover, remains conscious long enough to watch the launch of the transport carrying the younger Sam to Earth. The rescue team finds the newly awakened clone in the medical bay and the body of the older Sam and are fooled.
The transport arrives at Earth, and over the film's credits, news reports describe how Sam's testimony on Lunar Industries' activities has stirred up an enormous controversy, and the company's unethical practices have plummeted the company's stock."	British
Freejack	1992	sci-fi	Geoff Murphy	Emilio Estevez, Anthony Hopkins, Mick Jagger, Rene Russo	"In 2009, the super-wealthy achieve immortality by hiring ""bonejackers"", mercenaries equipped with time travel devices, to snatch people from the past, just prior to the moment of their deaths, for use as substitute bodies. Those who escape are known as ""freejacks"" and are considered less than human under the law. In this dystopian future, most people suffer from poor physical health as a result of rampant drug use and environmental pollution, making them unattractive as replacement bodies.
Alex Furlong is a Formula One racer who is about to die in a spectacular 1991 crash when a time machine snatches him from the cockpit and into 21st century New York City, now a futuristic dystopia populated by scavengers and killers. When Furlong's captors are ambushed by a hit squad, Furlong escapes from Victor Vacendak, a hardened mercenary who has snatched him on behalf of the powerful McCandless Corporation. Alex's former fiancée Julie Redlund is now an executive at McCandless, handling high-stakes mineral negotiations with a rival Japanese firm.
Alex spends much time escaping the clutches of Victor, a ruthless pursuer who nevertheless lives by a code of honor, and rekindling his relationship with Julie. Ian McCandless, Julie's boss, is revealed to have died and seeks to install his backed-up personality into Furlong's body. Besides evading Vacendak's army of mercenaries and McCandless police personnel, Alex and Julie also have to deal with fleeing from the private guards of McCandless' corporate X.O., Mark Michellete, who is gunning for McCandless' position. Alex finds he cannot trust his old friends from 1991, who are now eager to sell him out.
Tired of running, Furlong pretends to take Julie hostage and negotiates with Michellete to arrange a meeting, counting on Michellete's not knowing about their past relationship; however, Michellete has seen the footage of Julie's grief after Alex's 1991 accident. After she slaps him in return for his mockery, the couple flees. They are thwarted when they encounter a gunfight in the lobby between two factions, now in opposition: McCandless's security guards and Vacendak's mercenaries. Despite Julie's plan to leave the building through an ""escape module"" on the hundredth floor, the elevator takes them automatically to the complex at the very top of the building where McCandless' mind is in storage. In a virtual reality encounter with McCandless's essence, he explains his goal: to use Alex's body to satiate his love for Julie. Apologizing, he offers to die and let Alex run the company under the guise of being McCandless.
As they consider the offer, Vacendak arrives, and McCandless reveals he was merely stalling for time. Alex fights the process as Michellette stumbles in, wounded from fighting Vacendak's soldiers. In the confusion, Julie grabs the gun of the soldier holding her and fires off a shot that disrupts the transfer process. The results are inconclusive as to whether or not it is McCandless or Furlong in Alex's body now. The scientists cannot determine the answer, but Vacendak can, as only Vacendak knows a secret code McCandless gave him.
Alex reads the code, slowly, and Vacendak asks him to continue. Alex finishes the code quickly. Michellete tries to kill Alex but is gunned down by Vancendak's men. Alex remarks about how he feels in his ""new"" body, before telling Julie that she will be dressed more appropriately so that the two of them can take a drive. Hours later, after the coup is over, Julie and Alex get into one of McCandless' favorite vehicles; Alex tells the driver that he will do the driving today. Vacendak stops them as the car leaves the estate. It turns out that the transfer was not complete after all; Furlong got McCandless' secret number wrong, though Vacendak went along with it. He simply waited until Furlong made a mistake: McCandless did not know how to drive. Vacendak admonishes Julie that ""you'll have to coach him better than that"", then leaves while Furlong and Julie speed away."	American
Brainstorm	1983	sci-fi	Douglas Trumbull	Natalie Wood, Christopher Walken, Louise Fletcher	"A team of scientists invent a brain/computer interface that allows sensations to be recorded from a person's brain and converted to tape so that others may experience them. The team includes estranged husband and wife Michael and Karen Brace, as well as Michael's colleague Lillian Reynolds. At CEO Alex Terson's instruction, the team demonstrates the device to investors in order to gain financing.
Karen dons the recorder while working with Michael and Lillian. When Michael plays the tape back, the group realizes that emotional experiences are also recorded. Michael tapes his memories of times with Karen, which he shares with her, and it leads to their reconciliation.
Lillian is pressured by backers to admit as a member of the team a former colleague, Landon Marks, whom she sees as part of the military-industrial complex. She disagrees with their plan to have the invention developed for military use.
One team member, Gordy Forbes, has sexual intercourse while wearing the recorder, and he shares the tape with colleagues, including Hal Abramson. Hal splices one section of the tape into a continuous orgasm, which results in sensory overload, leading to his forced retirement. Tensions increase as the possibilities for abuse become clear.
Already suffering from heart problems and a constant cigarette smoker, Lillian suffers a heart attack while working alone. Realizing that she is about to die, Lillian records her experience.
Following her funeral, Michael decides to experience Lillian's recording, but he nearly dies when the playback causes his body to simulate the sensations and effects of a heart attack. Michael modifies his console to filter the physical output, and he replays the tape. Viewing Lillian's death experience, he sees ""memory bubbles""—moments from Lillian's life. Michael experiences Lillian's memories of a humorous exchange with Michael as he plays with an industrial robot, a surprise birthday party, and being devastated when Alex tells her that an earlier project has been cancelled.
A team of scientists wanting to discover the machine's military capabilities is monitoring the equipment as Michael plays Lillian's final tape. They have Gordy also experience the tape, but Landon ignored the advice of the monitoring staff that Micheal has made modifications to his playback terminal. As such Gordy dies of a heart attack whilst Landon and the others watch on in surprise.
Michael's playback is cut short by Hal, but having witnessed a digital near-death experience makes Michael curious to see the entire tape. Alex has the recording locked away and tells Michael he will not be allowed to view it. When he returns to work, Michael walks in on Landon Marks and a team of outsider technicians going through his research records and protests to Alex who responds by firing Michael and Karen.
Michael attempts to hack into the lab's computers. Hal advises him to look under ""Project Brainstorm"", a program the military has created to re-develop their invention for torture and brainwashing. Michael and Karen's son Chris, wanting to experience the special device, is inadvertently exposed to one such tape, causing him to have a psychotic experience which results in his hospitalization—there Michael learns of Gordy's fate and deduces that Alex was behind his murder.
Rather than see his creation perverted, Michael vows to destroy his work and enlists the help of Karen and Hal. Michael and Karen head to the Pinehurst Resort and, realizing they are under surveillance, stage a fight that results in Karen leaving for Hal's house. As the two feign reconciliation over the phone, Michael accesses the Brainstorm computer via another phone line, while Karen hacks into the system and sabotages the robots that manufacture the interface terminals.
Karen shuts down the security system, locking the staff outside and enabling Michael to load Lillian's tape and experience it uninterrupted. With the plant in chaos, Robert Jenkins orders Michael's arrest. Michael escapes their agents and drives to a phone booth at the Wright Brothers National Memorial. He reconnects with the computers and accesses the final part of the tape, beyond the point of Lillian's physical death.
Karen leaves the house to meet with Michael. Hal and his wife, Wendy, send the last of Karen's commands to the company computers, shutting down the plant.
Karen arrives at the Wright Brothers Memorial while the tape is playing. Michael bears witness to the afterlife, experiencing a brief vision of hell before traveling away from Earth and through the universe, even after the tape ends. He ultimately has visions of angels and departed souls flying into a great cosmic Light, which seems to be heaven. Michael then collapses. Karen sobs, believing him dead. She pleads for Michael to stay alive. Awakening from the experience, he weeps with joy and embraces Karen."	American
Monstrosity	1964	sci-fi	Joseph V. Mascelli	Marjorie Eaton	An elderly woman uses her vast fortune to convince an eccentric yet brilliant scientist to transplant her brain into a new, youthful body. The bodies are provided by three immigrant young women who are hired to be servants. The old woman then chooses which of the girls she finds most beautiful, and sets about replacing the young woman's brain with her own.	American
