Title	Release Year	Genre	Director	Cast	Plot	Origin/Ethnicity
Hannah Montana: The Movie	2009	family	Peter Chelsom	Miley Cyrus, Emily Osment, Jason Earles, Mitchel Musso, Moisés Arias, Melora Hardin, Vanessa Williams, Billy Ray Cyrus, Lucas Till	"Miley Stewart is struggling with alter-ego Hannah Montana's popularity and keeping her double-life a secret from the media, but Oswald Granger, a sneaky undercover journalist for UK celebrity magazine BonChic, vows to uncover her secret. Miley (as Hannah) ends up in dispute with Tyra Banks over a pair of shoes she wants to buy for Lilly's birthday present. When Oswald follows her to the party, Miley is forced to attend as Hannah instead of herself, taking the focus of attention away from Lilly – especially when Hannah is accompanied by Steve Rushton and Days Difference in a performance of ""Let's Get Crazy"".[9][10] Oliver Oken and Rico Suave try to stop Lilly from leaving, but the party is ruined by Rico's exploding ""Happy Birthday Lilly"" cake. Upset, Lilly accidentally tells Oswald that Hannah is from Crowley Corners, Tennessee, unaware that he is a journalist.
Robby Ray Stewart is furious over newspaper reports of Hannah's fight with Tyra Banks and her general behavior. He tells Miley that Hannah is out of control and Miley needs to remember who she truly is. Leaving for an award show, the Stewarts instead arrive in Crowley Corners for Miley's grandmother Ruby's birthday. Miley is angry at her father for the switch but Robby Ray points out that this is the life she could have had. Despite Miley's protests, Robby Ray decides to spend two weeks in Crowley Corners and falls in love with a woman named Lorelai. Miley eventually warms to her hometown when she rekindles a connection with childhood friend Travis Brody.
Nevertheless, Miley is eager to resume her Hannah duties and becomes chastened after Ruby snaps that she seems to prefer being Hannah Montana over spending time with her family. Miley tries to write new songs but Travis ignores her and she develops writer's block. Meanwhile, conflict grows between residents and land developer Mr. Bradley, who wants to destroy part of the town to build a shopping mall. At a barn party, several singers contribute to a charity to save Crowley Corners, singing ""Back to Tennessee"" and ""Crazier"". Miley sings as herself with ""Hoedown Throwdown"" until Mr. Bradley arrives to tell the townspeople they will not stop him. Travis suggests that Miley ask Hannah Montana to make an appearance, unaware that Hannah is Miley's alter ego.
Miley does not know what to do until Lilly arrives, disguised as Hannah, offering to help. As the two make up, Miley confides her difficulties, adjusting to farm life while trying to be herself and Hannah. Oswald takes pictures of the girls, believing Lilly to be Hannah Montana, and Lilly realizes she inadvertently led Oswald there and apologizes. The town is overjoyed to have Hannah Montana but Travis is unimpressed and admits to Hannah that he has a crush on Miley. As Hannah, Miley urges Travis to ask Miley out and he does, but Miley has already been invited to dinner with the mayor by Lorelai. Miley tries to be in two places at once but accidentally lets her guard down and is caught by Travis mid-switch. Miley finishes writing ""Butterfly Fly Away"" which she and Robby sing together to cheer up. Miley completes the chicken coop that she and Travis were building; touched by this, Travis goes to the concert to support Miley.
Seeing Travis arrive, Hannah stops mid-song and explains to the crowd that she cannot live a lie anymore, especially when she is home. Hannah then removes her blond wig, revealing her secret identity. She then sings ""The Climb"" and announces that she's not going to be Hannah Montana anymore and that she'll be returning home to Tennessee for good. The crowd pleads her to continue being Hannah Montana, promising not to reveal her secret, but Oswald is in the crowd and takes a picture. His twin daughters arrive, having missed the Hannah reveal, and their excitement and enthusiasm for Hannah convinces him to not sell the story, quitting his job. Miley kisses Travis and then returns to the stage to finish with the song ""You'll Always Find Your Way Back Home"". Miley leaves Tennessee to resume her double life but with greater perspective and a better attitude."	American
The Water Horse	2007	family	Jay Russell	Emily Watson, David Morrissey	"In present-day Scotland, an American tourist couple go into a bar where they meet an old man who tells them a story about the Loch Ness Monster.
In 1942 Scotland, a 12-year-old boy named Angus MacMorrow lives in the large manor house of Lord Killin on the shores of Loch Ness with his mother Anne MacMorrow (the housekeeper), his 14-year-old sister, a cook, a maid and an old gamekeeper. Later, they are joined by Lewis Mowbray, who comes to work as a handyman in the manor. Angus' father Charlie —Killin's former handyman— is now a sailor in the Royal Navy and has been missing since his ship was sunk in the war a year ago; Angus is unable to accept that it is unlikely he will ever come home.
One day, while collecting seashells, he discovers what appears to be a large mysterious egg in the sand, which he leaves it in his father's shed. When he returns later, an unknown creature hatches (which he calls 'Crusoe' after Robinson Crusoe). Angus keeps the creature a secret, but eventually tells his sister and (reluctantly) Lewis about it. Lewis explains to Angus that it is a genderless ""Water Horse"" that lays one egg, then dies before it hatches.
The next day, troops of the 12th Medium Regiment Royal Artillery arrive at the house, commanded by Captain Thomas Hamilton – a friend of Lord Killin, who is serving with the Royal Air Force. An artillery battery is set up near the lake as defence against possible attacking or hiding German U-boats and the troops set up camp on the grounds of the house. An anti-submarine net is also raised at the mouth of the lake to prevent the possible entrance of German U-boats into the lake.
One night, when the men are invited into the house for dinner, Crusoe breaks free, and roams the house, running into Sergeant Strunk's bulldog ""Churchill"" which chases him into the dining room. Unnoticed, Churchill is blamed for the mess. Meanwhile, Crusoe spends the night in a fountain feeding on the fish, where the next day, Lewis finds he has grown so big that he and Angus have no choice but to let him roam wild in the loch.
Captain Hamilton proclaims Lewis to be a bad influence, and tricks Angus' mother to allow him to teach Angus some discipline and make a soldier out of him. However, after a few days, Angus escapes and returns to the lake, where Crusoe grown as an adult, encourages Angus to ride on its back. After some time, it begins to dive underwater, coming to the surface from time to time for breathing. Angus, having aquaphobia, protests diving, but later enjoys himself (finally overcoming his phobia of the sea).
Captain Hamilton takes the MacMorrow family to Loch Ness to impress Anne; Crusoe suffers from shock after almost getting hit by an exploding shot from a cannon (""Victoria"") shot on the lake during a firing demonstration. Angus interrupts to save Crusoe from injury or death, but enrages Hamilton and irates his mother in the process. Angus is slapped in the face, yelled at and confined to his room for a month as punishment for acting out for his apparent imaginary companion and blowing up the cannon, interrupting the demo.
Two old fishermen who previously saw Crusoe, attempt to take a photo of the creature for fame and fortune. When they realise that they won't be able to photograph the real thing thanks to Victoria, they decide to create an imitation. (The result is the real-life faked picture of The Loch Ness Monster known as ""The Surgeon's Photo"".) The photo piques the interest of a few soldiers, who venture out on the lake at night to hunt it.
Kirstie, Angus's sister lets him sneak out of his room and to the lake. When Angus calls for Crusoe, he rises but is still in shock from the earlier bombardment, out of fear and rage, he nearly bites off Angus's hand before sinking back into the loch. Angus blames this on Lewis for letting him free. Churchill, having caught Crusoe's scent at the shore where he reconciled with Angus, alerts the soldiers of its presence; Crusoe surfaces, only this time he has the advantage in size. Sergeant Strunk notices that the barking suddenly stops where it is presumed that Crusoe devoured Churchill. The surprise attack proves futile for the soldiers, as Crusoe easily capsizes their boat. Angus attempts to calm Crusoe down and wades into the lake where he loses his footing and sinks. Crusoe comes to Angus' rescue and saves his life. When his mother arrives, she finally believes in her son when she sees Crusoe. However, new guns from the nearby artillery battery open fire upon Crusoe, mistaking it for a German U-Boat. Crusoe attempts to jump over the anti-submarine net but instead crushes it with its weight and escapes from the lake.
At sunrise with his mother, Angus finally accepts his father's fate as they watch Crusoe's departure from afar in the open sea. It is implied that Anne is also ready to move on, having fallen in love with Lewis, himself an honourably discharged veteran (whom Hamilton earlier accused of being a deserter or coward, arrogantly considering himself a superior suitor and father figure).
Over the years, several people claim to have seen Crusoe, but Angus never saw it again. The tourists ask the old storyteller's name, which he reveals to be Angus MacMorrow. Outside the pub, a mother calls out to her son, who is walking down the beach and spots a rock, which has an iridescent shell beneath just like Crusoe's, hinting that Crusoe has died, leaving a descendant behind to become the next Water Horse."	British
Zeus and Roxanne	1997	family	George Miller	Steve Guttenberg, Kathleen Quinlan	"One morning, a dog named Zeus goes to the pier, spots a dolphin, and becomes fascinated by its movements. Afterwards, he returns home to his owner, Terry Barnett, an aspiring musician, and his son, Jordan, who appears to be taking care of him. Later that morning, Zeus chases a cat and subsequently destroys the outdoor garden of Mary Beth Dunhill, a marine biologist and the Barnetts' next-door neighbor. Terry calms Zeus down and apologizes to Mary Beth, although she is agitated by him.
Mary Beth later goes to her workplace and is followed by Zeus, who notices her photo of the same dolphin from earlier. Upon arriving, she is met by her research partner, Becky, and her rival, Claude Carver. Mary Beth and Becky travel out to the ocean on a boat to follow the dolphin they are researching, whom they name Roxanne, and Zeus stows away with them. However, while in the middle of the ocean, he slips off. Roxanne saves him from a shark and gives him a ride back to the boat on her back, which surprises and fascinates Mary Beth and Becky, who find that Zeus and Roxanne can do ""inter-species communication"". While stopping over on the way home with Zeus, Mary Beth spots her two impossible daughters, Judith and Nora, skating against her wishes. Arriving home, she asks Jordan if she could borrow Zeus for her research on Roxanne, who she hopes to release back into the wild. Jordan agrees, and he and Terry accompany her on her research.
During the following days, Terry begins to fall in love with Mary Beth as he manages to find inspiration for his music, while Jordan bonds with Judith and Nora. After Terry saves Judith and Nora while they are skating in a factory, Mary Beth asks him out on a date. After spending the night at a local beachside resort, they awkwardly kiss. Meanwhile, Claude, wanting research grant money to come to his research and not Mary Beth's, tries to steal hers, but winds up getting comically thwarted by Zeus. Then, he tries gaining the lead in her interspecies communication study, although his attempts to have one of his research dolphins bond with another animal fail one after another.
Through the conniving of Jordan, Judith, and Nora, Terry decides to move into Mary Beth's house with Jordan and Zeus, but after seeing a photo of his late wife, he decides to pursue his original plan of traveling to another town to continue writing his music. This causes both Zeus and Roxanne distress. While staying at a hotel with his owners, Zeus runs away back to Mary Beth's research center. Noticing his disappearance and realizing where he was going, Terry and Jordan return to town, while Mary Beth uses a submersible to go down and investigate the seabed after Claude claims Roxanne was caught in an illegal fishing net and killed. Zeus returns to the research center, where he is captured by Claude, who intends to use him as bait to lure out Roxanne, who is in fact alive, and capture her. However, Zeus and Roxanne work together to trap him and his assistant in a net, where they are arrested by police.
While exploring the seabed, Mary Beth's submersible's propeller is tangled in the fishing nets, and when she opens the main hatch thinking she'd escape through it, water begins flooding the interior. Roxanne leads Terry to Mary Beth, and he manages to free her from the trapped submersible. Afterwards, Jordan, Judith, and Nora convince him to marry her. During the wedding, she is given a grant for her research on Zeus and Roxanne. Immediately afterwards, a pod of dolphins appears, and Zeus convinces Roxanne to join them. Zeus watches happily with Terry, Mary Beth, Jordan, Judith, and Nora as Roxanne leaps into the air with the pod."	American
Cowgirls 'n Angels	2012	family	Timothy Armstrong	Bailee Madison, James Cromwell, Jackson Rathbone, Alicia Witt, Kathleen Rose Perkins, Frankie Faison	12-year old Ida Clayton (Bailee Madison) lives with her single mother, Elaine (Alicia Witt), but Ida's summer days are boring and full of nothing to do, so she begins sneaking off to rodeos in order to keep herself entertained. Ida's father, a man named Walker whom she never met, is a subject that Elaine refuses to speak about, and is part of the reason why she disapproves of rodeos. When Ida is given the opportunity to tour America with The Sweethearts of the Rodeo, a group of young women who perform at rodeos, Ida takes it, and after several scenes, Elaine approves. Ida quickly befriends the Sweethearts managers, Terence Parker (James Cromwell) and his daughter, Rebecca (Kathleen Rose Perkins). She sets off on a quest, looking for her father with the help of fellow Sweethearts, troubled, retiring alcoholic, Kansas (Dora Madison Burge), Madison (Leslie-Anne Huff) and Kansas's new lover that Rebecca disapproves of Justin Wood (Jackson Rathbone).	American
Clarence, the Cross-Eyed Lion	1965	family	Andrew Marton	Marshall Thompson, Betsy Drake	Animal doctors fight to protect the wildlife of Africa. An adventurous and fearless girl Paula Tracey (Cheryl Miller) is the daughter of veterinarian Dr. Marsh Tracey (Marshall Thompson), the director of the animal hospital in East Africa. While studying the wildlife and caring for the injured animals and endangered species, they find Clarence, a wild African lion whose eyes make hunting impossible. Dr. Tracey and Paula take him in and adopt him as a new member of the wildlife preserve. Clarence later saves the day when Julie Harper (Betsy Drake) and her research monkeys are threatened by poachers.[1]	American
Shrek Forever After	2010	family	Mike Mitchell	Mike Myers, Eddie Murphy, Cameron Diaz, Antonio Banderas, Walt Dohrn, Julie Andrews, John Cleese	"Shrek has grown steadily tired of being a family man and celebrity among the local villagers, leading him to wish for when he felt like a ""real ogre"" again. When he takes his family to Far Far Away to celebrate his children's first birthday, a series of mishaps further injure his ego, causing him to lose his temper and walk out in anger.
Shrek encounters Rumpelstiltskin, who seizes his chance, having observed Shrek's angry outburst. He follows Shrek and arranges for Shrek to appear to save his life. He gives Shrek a day to live like a real ogre, in exchange for a day from his childhood that he would not remember being erased to ""thank"" him.
Shrek signs the contract and appears in an alternate reality where the events starting from Fiona's rescue are irrelevant. Now feared by villagers, he takes the opportunity to cause some lighthearted mischief until he finds ""WANTED"" posters for Fiona and his home deserted and desolate. He is kidnapped by witches and taken to Rumpel, now the King of Far Far Away, which has become derelict and run down.
Upon inquiry, Rumpel reveals that he took away the day Shrek was born. Therefore, Shrek never saved Fiona or met Donkey, and consequently Rumpel was able to get King Harold and Queen Lillian to sign their kingdom away, making them both disappear. When the day ends, Shrek will disappear as well. Shrek escapes Rumpel's castle with Donkey. Initially terrified of Shrek, Donkey decides to trust him after seeing Shrek cry over his erased history, something he had never seen an ogre do before. After Shrek explains the situation, Donkey helps him find a hidden exit clause: the contract can be nullified by ""true love's kiss"".
They soon encounter an army of ogres who are resisting Rumpel. The ogres are led by a still-cursed Fiona who, after escaping from the tower where she was held captive, keeps the retired and overweight Puss in Boots as a pet. Shrek does everything he can to gain Fiona's love, but she is too busy preparing an ambush on Rumpel. She is also bitterly cynical and disillusioned about the power of true love and throws herself into planning Rumpel's capture. While sparring with her, Fiona begins to like Shrek, but stops short of kissing him. Puss encourages him to continue pursuing Fiona.
During the ambush, the ogres are captured by the Pied Piper, though Shrek and Fiona escape with the intervention of Puss and Donkey. Shrek insists Fiona kiss him, saying it will fix everything; however, because in this altered timeline Fiona does not truly love him, the kiss does not work. When he hears that Rumpel is offering a wish to the one who brings him Shrek, Shrek turns himself in and uses the wish to free the other ogres, who storm the castle, battle the witches, and capture Rumpel.
As the sun rises, Shrek begins to fade from existence, but Fiona, having fallen in love with him, kisses Shrek just before he disappears, restoring Shrek to his world just before he lashed out at the party. Shrek embraces his friends and family with a newfound appreciation for everything he has."	American
Millions	2004	family	Danny Boyle	Alex Etel, Lewis McGibbon	"Millions tells the story of Damian (Alex Etel), a 7-year-old catholic school boy, whose family moves to the suburbs of Widnes after the death of his mother. Soon after the move, Damian's ""hermitage"" in a cardboard box by the train tracks is disturbed by a bag of money flung from a passing train. Damian immediately shows the money to his 9-year-old brother, Anthony (Lewis Owen McGibbon), and the two begin thinking of what to do with it. Anthony wants the money all to himself. Damian, kind-hearted and religious, had recently overheard three Latter-day Saint missionaries lecture other members of the community on building foundations of rock rather than foundations of sand, an old Christian principle which dictates that self-worth should be based on the teachings of Jesus Christ rather than any other object of worship such as Money/Mammon or Power. The lecture inspires Damian, who looks for ways to give his share of the money to the poor; at one point he even stuffs a bundle of cash through the missionaries' letter box, having heard about their modest lifestyle and deciding that they too must be poor.
Throughout the story, Damian commits small acts of kindness like buying birds from pet stores and setting them free and taking beggars to Pizza Hut, while Anthony bribes other kids at school into being his transportation and bodyguards, and looks into investing the money in real estate.
The story takes place in the weeks leading up to The Bank of England's (fictional) change from the pound (£) to the euro (€)- an event publicised as '€ Day'. An assembly is held at Damian's school to inform the children about the change, as well as to educate the children about helping the poor. Realizing that the money, which is in pounds, will be no good after a few days, Damian decides that the best thing to do would be to give it away before the conversion. He drops £1,000 into the donation can at the assembly. The woman collecting the money, Dorothy (Daisy Donovan), is forced to report Damian; when questioned by the principal, Anthony lies that he and Damian stole the money from the Mormons. Damian and Anthony are grounded that night. When their father collects them from school he chats with Dorothy, and there is an obvious attraction between them.
After the donation, Anthony's friend informs them that a train carrying notes which were to be destroyed after the conversion had been robbed. One bag was stolen in a diversion, while the robber remained on the train disguised as one of the emergency staff, and the money had been dispersed by throwing it off of the train at various locations throughout the country to be collected by the robbers. The boys logically conclude that their money was stolen, and Damian, who thought the money was from God, feels terrible.
Around this time, a mysterious man comes snooping around the train tracks and asks Damian if he has any money. Damian thinks that the man is a beggar and tells him he has 'loads of money'. However, Anthony realises he is one of the robbers, and gives the man a jar full of coins to cover Damian's tracks.
The robber eventually finds out where Damian lives and ransacks his house. Damian had informed his father about the money just before they came home to their destroyed house. The robbery is then explained. The robbers boarded the train. They then escaped the police by dressing as football fans and joining a crowd of similarly dressed fans leaving a game. However, one man remained on the train. He began to throw the money off, to be collected later. The robber who came sneaking around hid in Damian's room after ransacking it, much in the way the train robbery was carried out. Damian's father, who had resolved to give the money back, decided that if the robbers were going to steal his family's Christmas, then he would steal the robbers' money. The family, as well as Dorothy, go on a massive shopping spree on Christmas Eve.
That night, after they are asleep, their house is bombarded by beggars and charities begging for contributions, and seeing the confusion that results, Damian runs off to the train tracks to burn the money, deciding that it was doing more harm than good. While he is burning the money, he is visited by his dead mother, who tells him not to worry about her.
In the final scene, the audience sees Damian's dream of the family flying a rocket ship to Africa and helping develop water wells, while Damian narrates over the scene that each family member but him had hidden a little bit of the money beforehand. Damian convinced them to spend this money on the wells he is dreaming about. Earlier in the movie this was shown to be the most crucial and cheapest way to drastically improve the quality of life for many African communities."	British
Bridge to Terabithia	2007	family	Gábor Csupó	Josh Hutcherson, AnnaSophia Robb, Zooey Deschanel, Robert Patrick	"Jesse ""Jess"" Aarons (Josh Hutcherson) is a 12-year-old aspiring artist living with his financially struggling family in Lark Creek. He rides the bus to school with his little sister May Belle (Bailee Madison), where he avoids the school bully Janice Avery (Lauren Clinton). In class, Jess is teased by classmates Scott Hoager (Cameron Wakefield) and Gary Fulcher (Elliot Lawless), and meets new student Leslie Burke (AnnaSophia Robb). At recess, Jess enters a running event, for which he had been training at home. Leslie also enters and manages to beat all the boys, much to Jess' irritation. On the way home, Jess and Leslie learn that they are next-door neighbors.
Later in the evening Jess becomes frustrated when he finds that May Belle has drawn in his notebook, but his strict yet caring father (Robert Patrick) sides with her. He later watches them gardening together, disappointed that his father does not spend time with him. Moreover, his mother cherishes her daughter more than him. The next day at school, Leslie compliments Jess' drawing ability, and they soon become friends. After school, they venture into the woods and swing across a creek on a rope. Jess and Leslie find an abandoned tree house on the other side, and invent a new world, which they call Terabithia. The fantasy world, which is a reflection on their lives, comes to life through their eyes as they explore the surroundings. For the next few days, Jess and Leslie spend their free time in the tree house getting to know each other.
Leslie gives Jess an art kit on his birthday, much to his delight. Jess becomes angry with his father's attitude to him, and refuses the existence of Terabithia the next day at school. Afterwards, Jess apologizes to Leslie by giving her a puppy, whom she names Prince Terrien. Once in Terabithia, they fight with various creatures, including a troll resembling Janice, and a squirrel-like creature resembling Hoager, whom they name the 'Sqoager'. At school, Leslie becomes frustrated by Janice's fee for using the toilet. Jess and Leslie play a prank on Janice, and she becomes the laughing stock of everyone on the bus. Once Leslie's parents finish their book, she and Jess help paint their house. Jess is impressed by her parents' happiness, and smiles as he watches their family. At school, Leslie discovers from an upset Janice that her bullying is due to her abusive father, and the two become friends, with Janice later befriending Jess as well. Jess and Leslie take P.T. to Terabithia, where they fight off several creatures resembling students at their school. When it starts raining, they decide to go home, and Jess looks on smiling as Leslie runs away.
The next morning, Ms. Edmunds (Zooey Deschanel), Jess' music teacher, calls to invite him on a one-on-one field trip to an art museum. Jess tries to ask his mother's permission; however, she is half-asleep and he takes her mumbling as approval. Jess doesn't ask Leslie to accompany him, and merely looks at her house as they drive by. When he returns home, Jess finds that his father and mother were worried sick since they didn't know where he was. His father reveals to Jess that Leslie had died that morning by drowning in the rain-swollen creek after the rope she used to cross it broke. Jess, being traumatized by this shocking news, first denies it, then runs out of his house to check on Leslie, but he discovers the emergency vehicles surrounding her house, and has no choice but to accept Leslie's death.
The following day, Jess and his parents visit the Burke family home to pay their respects. Leslie's father, Bill Burke (Latham Gaines), tells Jess that she loved him, and thanks him for being a very good friend to her, since she had trouble making friends at her old school. Jess feels overwhelming guilt for Leslie's death, even lashing out at both Scott and May Belle, and imagining that a dark spirit from Terabithia is chasing after him, but his father eventually consoles him to keep their friendship alive for her sake.
Jess decides to re-imagine Terabithia and builds a bridge across the river to welcome a new ruler. He invites May Belle to Terabithia; she is delighted because she was previously denied any opportunity to enter. They bring back Terabithia in even greater splendor, with Jess as king and May Belle as princess."	American
Santa Claus: The Movie	1985	family	Jeannot Szwarc	Dudley Moore, John Lithgow, David Huddleston	"Sometime in the 14th century, Claus is a woodcarver in his mid-50s who, with his wife Anya, delivers his gifts to the children of local villages. One night, Claus, Anya and their two reindeer, Donner and Blitzen, are caught in a blizzard and succumb to the cold weather. In death, they are transported to the vast ""ice mountains, way up at the top of the world."" Their expected arrival is heralded with the appearance of several elves, or as Claus's people call them in their legends, the Vendequm, led by the venerable and wise elf named Dooley. Claus and Anya also meet inventive elf Patch, and the more down-to-earth Puffy. Dooley tells Claus it is his destiny to deliver toys to the children of the world every Christmas Eve, which the elves will make in their large workshops. Donner and Blitzen are joined by six other reindeer and fed magic food that allows them to fly. When Christmas Eve comes, Claus is approached by the oldest of elves, the Ancient One, who renames him as ""Santa Claus"".
Centuries pass as the mythology of Santa is created, until the 20th century, where Santa is exhausted by the continuous workload he must do every year due to the world's increasing population. Anya suggests he enlist an assistant, to which Patch and Puffy compete to earn via a competition to produce the most toys in a limited amount of time. Patch uses a machine he has invented, and although he wins, it begins to produce shoddy works without his knowledge (due to putting the machines on a faster speed). During his annual deliveries, Santa befriends a homeless 10-year-old orphan boy named Joe in New York City and takes him for a flight around the skyscrapers of Manhattan in his sleigh. Santa lets Joe take the reins, who flies the sleigh underneath the Brooklyn Bridge much to Santa's horror, who then playfully gets his own back on Joe by having his reindeer perform the ""Super Duper Looper"", around the Twin Towers of the World Trade Center - an aerial trick that involves them doing a complete 360 degree turn, but Donner always fails due to acrophobia. Santa takes Joe on his deliveries where they meet 9-year-old Cornelia, a wealthy child and also an orphan who fed Joe one previous night.
On Christmas Day, Patch's toys begin to fall apart, prompting him to quit his job and let Puffy take over. Traveling to New York, Patch meets B.Z., Cornelia's step-uncle and a scheming executive of a toy company that faces a total shutdown by Congressional investigation due to unsafe products. Believing B.Z.'s toys are popular due to witnessing several toys being removed from a shop window, Patch decides to help B.Z. make better toys, using some of the reindeer feed to create lollipops which can make people fly and giving them to children for free (the latter fact causing B.Z. to sputter and yell, ""FOR FREEEEE?!""). Patch also constructs a hovercraft called the Patchmobile to deliver the products like Santa and helps create a new holiday on March 25, which B.Z. deems ""Christmas 2"". Santa disapproves of Patch's actions (unaware the plan is to make Santa appreciate him again) and feels disheartened about continuing his job if the children of the world do not care anymore. Meanwhile, Patch is disturbed when B.Z. plans to turn himself into the face of Christmas, and asks Patch to develop candy canes which enable flight.
While Patch works at night, B.Z.'s assistant, Dr. Eric Towzer, appears at his house and reveals the candy canes will explode if exposed to heat. B.Z. proposes they flee to Brazil and let Patch take the fall for their criminal neglect, which Towzer eventually approves of, despite initially urging B.Z. to reconsider his actions as children are involved. Joe and Cornelia eavesdrop on the conversation, but Joe is caught and locked up in the basement of B.Z.'s factory. Patch finds Joe and discovers Santa made a carving for Joe that resembles him (which was unintentional, but pointed out by Anya). Thrilled that Santa remembers him, Patch and Joe set off in the Patchmobile to the North Pole. Cornelia sends a letter to Santa informing him of the situation. Despite Comet and Cupid having the Flu, Santa gathers up the other six reindeer and he arrives to pick Cornelia up. Santa and Cornelia pursue the Patchmobile, which is carrying a huge supply of candy canes on the verge of exploding. Santa convinces his reindeer to perform the Super Duper Looper in order to catch Patch and Joe as the Patchmobile explodes. Meanwhile, B.Z.'s crimes are uncovered when Cornelia calls the police. As Dr. Towzer and B.Z.'s chauffeur, Grizzard, are arrested, B.Z. attempts to evade the cops by eating several candy canes and tries to fly out of his office window only to fly up into the sky.
The film ends with the inhabitants of the North Pole celebrating the triumph with a joyous dance party, where Cornelia and Joe have been adopted by Santa, his wife and his elves, whilst B.Z., in spite of his pleas for help, is doomed to float off into the depths of space, among the equally-affected remains of the Patchmobile as the end credits roll."	American
Harry Potter and the Chamber of Secrets	2002	family	Chris Columbus	Daniel Radcliffe, Rupert Grint, Emma Watson, Robbie Coltrane, Alan Rickman, Maggie Smith, Richard Harris, Kenneth Branagh	"Harry Potter spends the summer with The Dursleys without receiving letters from his Hogwarts friends. In his room, Harry meets Dobby, a house-elf, who warns him of a peril that will take shape if he returns to Hogwarts, and reveals he intercepted his friends' letters, and destroys a cake. The Dursleys lock Harry up, but Ron, Fred and George Weasley rescue him in their father's flying car.
While purchasing school supplies, Harry and the Weasley family encounter Rubeus Hagrid and Hermione Granger, and they attend a book-signing by celebrity wizard Gilderoy Lockhart, who announces that he will be the new Defence Against the Dark Arts teacher. During a small confrontation with Draco Malfoy, Harry meets Malfoy's father, Lucius, who slips a book in Ginny Weasley's belongings. When Harry and Ron are blocked from entering Platform Nine and Three-Quarters, they fly to Hogwarts in the flying car, crashing into the Whomping Willow upon arrival. Ron's wand is damaged, and the car ejects them before driving off. Both boys narrowly avoid expulsion when Professor McGonagall gives them detention.
While serving detention with Lockhart, Harry hears strange voices and later finds caretaker Argus Filch's cat, Mrs. Norris, petrified, along with a message written in blood announcing the ""Chamber of Secrets has been opened"". McGonagall explains that one of Hogwarts' founders, Salazar Slytherin, supposedly constructed a secret Chamber and placed a monster that only his Heir can control inside it, to purge the school of impure-blooded wizards and witches. Harry and Ron suspect Malfoy is the Heir, so Hermione suggests that they question him while disguised using polyjuice potion. They utilise a disused bathroom haunted by a ghost, Moaning Myrtle, as their makeshift laboratory to brew the potion.
When Harry communicates with a snake, the school believes he is the Heir. On Christmas Day, Harry and Ron learn that Malfoy is not the Heir, but he mentions that a girl died when the Chamber was last opened fifty years ago. Harry finds an enchanted diary, owned by a former student named Tom Marvolo Riddle, which shows him a flashback to fifty years before, where Riddle accused Hagrid, then a student, of opening the Chamber. When the diary is stolen and Hermione is petrified, Harry and Ron question Hagrid. Professor Dumbledore, Cornelius Fudge, and Lucius Malfoy, come to take Hagrid to Azkaban, but he discreetly tells the boys to ""follow the spiders"". In the Forbidden Forest, Harry and Ron meet Hagrid's giant pet spider Aragog, who tells them that Hagrid was innocent and provides them with a small clue about the Chamber's resident monster. Aragog then sets his colony of Acromantula on the boys, but the now-wild flying car saves them.
A book page in Hermione's hand identifies the monster as a basilisk, a giant serpent that instantly kills those that make direct eye contact with it; the petrified victims only saw it indirectly. The school staff learn that Ginny was taken into the Chamber, and convince Lockhart to save her. Harry and Ron find Lockhart, exposed as a fraud, planning to flee; knowing Myrtle was the girl the Basilisk killed, they take him to her bathroom and find the Chamber's entrance. Once inside, Lockhart uses Ron's damaged wand against them, but it backfires, wiping his memory, and causes a cave-in.
Harry enters the Chamber alone and finds Ginny unconscious, guarded by Tom Riddle. Riddle reveals that he used the diary to manipulate Ginny and reopen the Chamber. When Riddle creates the anagram for his future new identity, ""I am Lord Voldemort"" from his full name, Harry realises that Riddle himself is Slytherin's heir and Voldemort was only a pseudonym. After Harry expresses support for Dumbledore, Dumbledore's Fawkes flies in with the Sorting Hat, and Riddle summons the Basilisk. Fawkes blinds the Basilisk, and the Sorting Hat eventually produces a sword with which Harry battles and slays the Basilisk, but he is injured by its fangs.
Harry defeats Riddle and revives Ginny by stabbing the diary with a basilisk fang. Fawkes's tears heal him, and he returns to Hogwarts with his friends and a baffled Lockhart. Dumbledore praises them and orders for Hagrid's release. Dumbledore shows Harry the sword he wielded was Godric Gryffindor's own sword, and says he is different from Voldemort, because he chose Gryffindor House instead of Slytherin House. Harry accuses Lucius, Dobby's master, of planting the diary in Ginny's cauldron and tricks him into freeing Dobby. The Basilisk's victims are healed, Hermione reunites with Harry and Ron, and Hagrid is released from Azkaban.
In a post-credits scene, Lockhart has published a new autobiography, ""Who Am I?"".[3]"	American
